,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1989 Photo Contest,General News,"01 December, 1988",F:\Temp\1989\Andrei Soloviev,Intense grief of bereaved Armenians after the earthquake in early December devastated the city of Leninakan. Tens of thousands lost their lives in the disaster.,3rd prize,Andrei Soloviev,1989
1,Not Specified,1989 Photo Contest,Humor,"01 January, 1988",F:\Temp\1989\Alisdair MacDonald,"The workman responsible for an unintended fountain that springs up from the asphalt, turns his back on the scene, dragging along his power drill.",1st prize,Alisdair MacDonald,1989
2,Not Specified,1989 Photo Contest,Humor,"01 January, 1988",F:\Temp\1989\Nicolai Nizov,A senior citizen finds himself in the path of a group of athletes.,2nd prize,Nicolai Nizov,1989
3,Not Specified,1989 Photo Contest,Humor,"01 January, 1998",F:\Temp\1989\Cor Mulder,Two mounted policemen enjoy a grandstand view at a football match as a temporary screen prevents watching the match from the ground.,3rd prize,Cor Mulder,1989
4,Not Specified,1989 Photo Contest,Nature,"01 January, 1988",F:\Temp\1989\Philip Vanoutrive,"Seagulls have pecked out the eyes of a seal, who was found on a sandbank near Esbjerg. The herpes-A virus proved to be the cause of an epidemic killing some 13,000 seals in the North Sea and the Baltic between April and October.",1st prize,Philip Vanoutrive,1989
5,Not Specified,1989 Photo Contest,Nature,"01 January, 1988",F:\Temp\1989\Alexandr Polyakov,"In the Taymyr peninsula, a tundra region inside the polar circle in Siberia, wild reindeer are hunted for their meat. Their total population in this part of the Soviet Union is estimated at half a million.",3rd prize,Alexandr Polyakov,1989
6,Not Specified,1989 Photo Contest,Nature,"01 January, 1988",F:\Temp\1989\Frans Lanting,"The sifaka, a sub-species of lemur, rest in tandem.
The lemur, a nocturnal mammal with a pointed snout, is unique to the island of Madagascar in the Indian Ocean.",3rd prize,Frans Lanting,1989
7,Not Specified,1989 Photo Contest,Nature,"01 January, 1988",F:\Temp\1989\Frans Lanting,"A mouse lemur. The lemur, a nocturnal mammal with a pointed snout, is unique to the island of Madagascar in the Indian Ocean.",1st prize,Frans Lanting,1989
8,Not Specified,1989 Photo Contest,Nature,"01 October, 1988",F:\Temp\1989\Charles Mason,"With the aid of a chain-saw Alaskans carve a trail of breathing holes in the ice in temperatures of minus 26 degrees Celsius. 

Three grey whales had become trapped under the ice north of Alaska. Aided by the US Air Force and Soviet ice-breakers, local Inuits succeeded in leading two of them back to the open sea.",2nd prize,Charles Mason,1989
9,Not Specified,1989 Photo Contest,General News,"01 January, 1988",F:\Temp\1989\Peter Turnley,"A family mourns and waits for news of their loved ones after an earthquake measuring force eight on the Richter scale hit Leninakan, Armenia.",2nd prize,Peter Turnley,1989
10,Not Specified,1989 Photo Contest,Nature,"01 January, 1988",F:\Temp\1989\Christopher North,"Seen from a Lyn helicopter of the Royal Navy, dolphins 'hitch a lift' on the bow wave of a submarine at the entrance to the Strait of Gibraltar. The rounded bow is wide enough for a number of dolphins to ride the wave made by it.",2nd prize,Christopher North,1989
