,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",F:\Temp\2016\Sebastián Liste,"Complexo do Alemão, viewed from Papo Reto headquarters.",3rd prize,Sebastián Liste,2016
1,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"20 September, 2013",F:\Temp\2016\David Guttenfelder,"A soldier carries stones at a building project at the Masik Pass, in the south of the country.",3rd prize,David Guttenfelder,2016
2,A Life in Death,2016 Photo Contest,Long-Term Projects,"04 March, 2015",F:\Temp\2016\Nancy Borowick,The Borowick family home seems emptied of its life.,2nd prize,Nancy Borowick,2016
3,Sexual Assault in America's Military,2016 Photo Contest,Long-Term Projects,"20 July, 2015",F:\Temp\2016\Mary F. Calvert,"Paula Anderson, wrapped in plastic trash bags to keep dry, leaves an event held for homeless veterans. When Paula told her army commander that she had been drugged and raped by a fellow soldier, she was shipped off to Korea. Her army career lasted six years, but her MST has followed her for 20 years. She became homeless in February 2015, after her release following 17 months in jail.",1st prize,Mary F. Calvert,2016
4,Douma’s Children,2016 Photo Contest,General News,"07 November, 2015",F:\Temp\2016\Abd Doumany,A man carries the body of a child killed in an air strike.,2nd prize,Abd Doumany,2016
5,Reporting Europe's Refugee Crisis,2016 Photo Contest,General News,"16 November, 2015",F:\Temp\2016\Sergey Ponomarev,Refugees arrive by boat on the Greek island of Lesbos.,1st prize,Sergey Ponomarev,2016
6,Tianjin Explosion,2016 Photo Contest,General News,"15 August, 2015",F:\Temp\2016\Chen Jie,"A large pit, wrecked vehicles and damaged buildings remain in the aftermath of explosions in the container storage station of a logistics company in the Port of Tianjin, northeastern China.
The warehouse, owned by Ruhai Logistics, was registered for storage of hazardous chemicals. Safety regulations stipulating that public buildings should be at least one kilometer away were not heeded. A series of explosions at the facility resulted in damage to some 17,000 residences and 8,000 vehicles, killing over 170 people (95 of them firefighters) and injuring hundreds more. Later investigation concluded that the first explosion occurred in an overheated container of dry nitrocellulose, which set off further explosions, including one that involved the detonation of around 800 tons of ammonium nitrate.",3rd prize,Chen Jie,2016
7,Under the Cover of Darkness,2016 Photo Contest,General News,"06 December, 2015",F:\Temp\2016\Paul Hansen,"Volunteers assist refugees arriving on the Greek island of Lesbos, after crossing by boat from Turkey under cover of darkness.
In November, the European Union granted Turkey three billion euros for border control, and to keep refugees within the country. Police and coastguard patrols stepped up significantly and to avoid detection many refugees attempted the crossing at night, often in flimsy or unseaworthy craft. Many people drowned after boats capsized or sank, and those who survived the crossing often arrived in a state of hypothermia.",2nd prize,Paul Hansen,2016
8,IS Fighter Treated at Kurdish Hospital,2016 Photo Contest,General News,"01 August, 2015",F:\Temp\2016\Mauricio Lima,"A doctor rubs ointment on the burns of Jacob, a 16-year-old fighter from the group calling itself Islamic State (IS), in front of a poster of Abdullah Öcalan, leader of the Kurdistan Workers’ Party (PKK), at a hospital in Al-Hasaka, northern Syria.
The hospital was controlled by the People’s Protection Units (YPG), a Kurdish force opposing IS incursion into a Kurdish region in northeastern Syria. IS, which aims at establishing an Islamic caliphate in the region, was in control of other northern areas around Raqqa and Aleppo. According to YPG militiamen, Jacob was the sole survivor of a YPG ambush on a truck alleged to have been carrying six IS fighters on the city outskirts.",1st prize,Mauricio Lima,2016
9,Bliss Dharma Assembly,2016 Photo Contest,Daily Life,"30 October, 2015",F:\Temp\2016\Kevin Frayer,Prayer flags flutter above the city.,2nd prize,Kevin Frayer,2016
