,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1982 Photo Contest,Arts and Sciences,"01 October, 1981",F:\Temp\1982\Ken Regan,"Mick Jagger performs in the Los Angeles Memorial Coliseum during The Rolling Stones American Tour 1981 to promote the album Tattoo You.

The photo was uses on the album cover of Never Too Old To Rock and Roll, a bootleg recording of the Rolling Stones concert in Los Angeles, California on 9 October 1981.",1st prize,Ken Regan,1982
1,Not Specified,1982 Photo Contest,General News,"01 January, 1981",F:\Temp\1982\Michel Lipchitz,The newly elected President François Mitterrand and his predecessor Giscard d'Estaing leave the Elysée Palace.,3rd prize,Michel Lipchitz,1982
2,Not Specified,1982 Photo Contest,General News,"01 January, 1981",F:\Temp\1982\Wendy Watriss,"Vietnam veterans, exposed to the defoliant 'Agent Orange' during the war, suffer from severe health problems. Some have fathered children with congenital defects.",1st prize,Wendy Watriss,1982
3,Not Specified,1982 Photo Contest,General News,"01 January, 1981",F:\Temp\1982\Eddie Adams,"Mickey Hays (from Texas) and Fransie Geringer (from South Africa) meet at a hotel room in Disneyland. Both suffer from progeria, a rare disease that causes children to age the equivalent of 10 years every year. They rarely live past the age of 14.

Mickey eventually died on 30 June 1992, aged 20, one of the longest survivors of the disease. He brought worldwide attention to progeria when in 1981 he met Fransie Geringer from South Africa, who suffered from the same affliction. In 1985, he played a space alien in the film The Aurora Encounter, and in 1987 he made an appearance in Kirby Dick's documentary I Am Not A Freak. Fransie died in 1986, aged 16 years.",2nd prize,Eddie Adams,1982
4,Not Specified,1982 Photo Contest,Humor,"01 January, 1981",F:\Temp\1982\Eduard Pesov & Vasily Yegorov,"Soviet leader Leonid Brezhnev receives a warm welcome at the airport of Tbilisi, Georgia, where he will attend the festivities in celebration of the 60th anniversary of the Georgian SSR. 

On the right, Eduard Shevardnadze, who was then First Secretary of the Georgian Communist Party. In 1995, he would become president of the independent Republic of Georgia.",1st prize,Eduard Pesov & Vasily Yegorov,1982
5,Not Specified,1982 Photo Contest,Humor,"01 January, 1981",F:\Temp\1982\Mike Hollist,A policeman plays with children on a hot summer day.,2nd prize,Mike Hollist,1982
6,Not Specified,1982 Photo Contest,Humor,"03 September, 1981",F:\Temp\1982\Vladimir Rodionov,"Kindergarten teacher, Boris Verzub, with children at Nursery No. 515 in Moscow.",3rd prize,Vladimir Rodionov,1982
7,Not Specified,1982 Photo Contest,General News,"01 December, 1981",F:\Temp\1982\Joseph Czarnesczky,A young girl faces militia during a workers' protest.,2nd prize,Joseph Czarnesczky,1982
8,Not Specified,1982 Photo Contest,Nature,"01 January, 1981",F:\Temp\1982\Fritz Pölking,A buzzard and a giant tortoise.,Honorable mention,Fritz Pölking,1982
9,Not Specified,1982 Photo Contest,General News,"01 January, 1981",F:\Temp\1982\Stormi Lee Greener,A homeless woman.,3rd prize,Stormi Lee Greener,1982
10,Not Specified,1982 Photo Contest,General News,"01 January, 1981",F:\Temp\1982\François Lochon,Pope John Paul II arrives.,1st prize,François Lochon,1982
