,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1990 Photo Contest,General News,"01 January, 1989",F:\Temp\1990\Natalie Fobes,"In March, the worst oil disaster in the history of the US made headlines around world when the Exxon Valdez ran aground. An area the size of New Jersey in Prince William Sound was covered with a thick blanket of oil and 1,609km of the state's rocky coast became badly contaminated.",2nd prize,Natalie Fobes,1990
1,Not Specified,1990 Photo Contest,General News,"01 January, 1989",F:\Temp\1990\Eric Bouvet,"Chaos reigns the streets at the funeral procession for the Ayatollah Khomeini, who died at the age of 89. Among the millions of mourners giving free reign to their grief, several people were crushed to death; many more fainted and suffered injuries.",3rd prize,Eric Bouvet,1990
2,Not Specified,1990 Photo Contest,Humor,"01 January, 1989",F:\Temp\1990\Norbert Rosing,"This German bird-watcher is the victim of a two-pronged attack. After his hat and coat are soiled, he finds himself confronted with a beady eye.",1st prize,Norbert Rosing,1990
3,Not Specified,1990 Photo Contest,Humor,"01 January, 1989",F:\Temp\1990\Jim Mone,"On his way home, a week after undergoing a minor surgery to drain fluid that formed on his brain, former US President Ronald Reagan exposes a partly shaven head as he doffs his baseball cap to well-wishers. Nancy Reagan tries to cover up her husband's weak spot.",2nd prize,Jim Mone,1990
4,Not Specified,1990 Photo Contest,Nature,"01 January, 1989",F:\Temp\1990\Eric Mencher,"Crude insult to nature. The gloved hand of a rescue worker cradles an oil-soaked victim of the supertanker Exxon Valdez, which struck a reef and burst open on March 24 pouring eleven million gallons of oil into Prince William Sound.",2nd prize,Eric Mencher,1990
5,Not Specified,1990 Photo Contest,Nature,"01 January, 1989",F:\Temp\1990\Frans Lanting,An elephant seal appears to cry out in agony as he drowns in mud.,1st prize,Frans Lanting,1990
6,Not Specified,1990 Photo Contest,Nature,"01 January, 1989",F:\Temp\1990\Frans Lanting,A colony of king penguins is gathered on a glacier.,3rd prize,Frans Lanting,1990
7,Not Specified,1990 Photo Contest,Nature,"01 January, 1989",F:\Temp\1990\Frans Lanting,Grey-headed albatross perform their courtship ritual.,1st prize,Frans Lanting,1990
8,Not Specified,1990 Photo Contest,General News,"01 January, 1989",F:\Temp\1990\Andrei Soloviev,"One hundred thousand demonstrators gather at the foot of Lenin's statue. As nationalists all over the Soviet Union clamoured for autonomy, ethnic strife hit many of the outlying republics where some 140 million non-Russians live.",1st prize,Andrei Soloviev,1990
9,Not Specified,1990 Photo Contest,Nature,"01 January, 1989",F:\Temp\1990\Olivier Föllmi,"For eight months of the year the village of Zanskar, in the heart of the Himalayas, is cut off from the outside world. Only when temperatures drop to 30 degrees below Celsius is a path created: a frozen river at the bottom of a canyon, which if all goes well, enables the villagers to reach Ladakh, the nearest town, in about 12 days. This expedition was mounted by some adults and two children enrolled in school at Ladakh.",2nd prize,Olivier Föllmi,1990
