,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,2010 Photo Contest,General News,"13 December, 2009",F:\Temp\2010\Farah Abdi Warsameh,"Mohamed Abukar Ibrahim, 48, is stoned to death by members of Hizbul Islam, a group of Somali Islamist insurgents in Afgooye, 30 km from the capital Mogadishu, on 13 December. Ibrahim had been found guilty of adultery by a local Sharia court. In February, the president of a transitional government had agreed to the introduction of Sharia law in Somalia, in order to defuse clashes between the government and local clan-based militia.",2nd prize,Farah Abdi Warsameh,2010
1,Not Specified,2010 Photo Contest,General News,"03 March, 2009",F:\Temp\2010\Kent Klich,"Gaza Photo Album. Light enters through a hole in the roof of a house hit by a tank shell in Tuffah, northern Gaza. The family that lived in the house had fled during Operation Cast Lead, the Israeli attack on Gaza that began at the end of December 2008. Mohammed Shuhada Ali Ahmed, 39, had gone back to fetch clothes for his children and was killed when the shell struck.",1st prize,Kent Klich,2010
2,Not Specified,2010 Photo Contest,General News,"27 September, 2009",F:\Temp\2010\Carlos Villalon,"A youth lies dead in a pool of blood in Medellín, Colombia on 27 September. President Álvaro Uribe has moved successfully against drug cartels in recent years, but, as international traffickers left Medellín, their place has been taken by gangs fighting for control of the local drug trade. Violent deaths in the city doubled in 2009, often related to clashes between drug gangs, but sometimes involving innocent bystanders.",2nd prize,Carlos Villalon,2010
3,Not Specified,2010 Photo Contest,General News,"10 March, 2009",F:\Temp\2010\Rina Castelnuovo,"A Jewish man throws wine at a Palestinian woman before a Purim parade in the West Bank city of Hebron on 10 March. Purim is an annual Jewish festival with celebrations that include feasting and drinking. Hebron is divided into two zones. In one, under Israeli security control, several hundred Jewish residents live among tens of thousands of Palestinians. Tension between the communities is expressed in acts of harassment and provocation from both sides.",3rd prize,Rina Castelnuovo,2010
4,Not Specified,2010 Photo Contest,General News,"16 February, 2009",F:\Temp\2010\Marco Vernaschi,"Guinea-Bissau, one of the poorest nations in the world, has become a hub for cocaine trafficking as South American drug cartels seek new smuggling routes to Europe. With over 100 islands off its coast and a navy with no working boats, Guinea-Bissau offers a haven for drop-offs, storage and movement of cocaine. Leading officials are involved, as was assassinated president João Bernardo Vieira, according to Interpol.",1st prize,Marco Vernaschi,2010
5,Not Specified,2010 Photo Contest,General News,"25 January, 2009",F:\Temp\2010\Meiko Herrmann,"Gaza - Landscape of Destruction. A boy walks through the entrance of the house where his family once lived in the Hai al-Salam neighborhood of East Jabaliya, Gaza on 25 January. The Israeli military campaign against Hamas militants in Gaza came to an end on 18 January, after 22 days. Israel completed its withdrawal by 21 January, but did not lift its siege on the Gaza Strip. Intense bombardment had left thousands of homes destroyed and tens of thousands of people displaced.",3rd prize,Meiko Herrmann,2010
6,Not Specified,2010 Photo Contest,People in the News,"23 January, 2009",F:\Temp\2010\Michele Borzoni,"A man cradles a stone during a pro-separatist demonstration in Srinagar, India-administered Kashmir, on 23 January. Kashmir, which is over 60 percent Muslim, has been disputed by India and Pakistan since the partition of the subcontinent in 1947 and is currently split between them. Since 1989, there has been a growing Muslim separatist movement against Indian control. Pro-separatist rallies in India-administered Kashmir are common.",1st prize,Michele Borzoni,2010
7,Not Specified,2010 Photo Contest,Nature,"12 July, 2009",F:\Temp\2010\Nick Cobbing,"Glaciologists tow an ice-sounding radar between kayaks along a melt-water ravine on Petermann Glacier, Greenland. The radar scans the changing structure, the thickness and melt rates at the base of the glacier, data vital in making predictions about how an influx of glacial melt water into the ocean might affect rises in sea level.",2nd prize,Nick Cobbing,2010
8,Not Specified,2010 Photo Contest,Nature,"10 January, 2009",F:\Temp\2010\Paolo Patrizi,"Thousands of European starlings flock above Rome in January, as they prepare to roost for the night. The winter visitors are considered pests, both for the large quantities of droppings that foul Rome's buildings, streets and monuments, and for devouring fruit and olives in surrounding farmland.",3rd prize,Paolo Patrizi,2010
9,Not Specified,2010 Photo Contest,Nature,"07 November, 2008",F:\Temp\2010\Paul Nicklen,"South Georgia, Antarctica, is a 160-km-long arc of mountains and glaciers, half covered by snow and ice, half by rock and tundra-like vegetation.
A high density of krill (small, protein-rich crustaceans) in the surrounding seas helps make the island a haven for wildlife. Krill form a vital part of the Antarctic food chain but their own food source—phytoplankton growing on the underside of sea ice—is disappearing as ice cover shrinks.",1st prize,Paul Nicklen,2010
10,Not Specified,2010 Photo Contest,Nature,"05 May, 2005",F:\Temp\2010\Peter Bialobrzeski,"Paradise Now. Jakarta, Indonesia. Lush vegetation grows in the artificial light of large Asian cities. Unlike natural sunlight, the radiance from sodium lamps, automobile headlights and illuminated skyscrapers comes from all directions.",2nd prize,Peter Bialobrzeski,2010
11,Not Specified,2010 Photo Contest,Nature,"05 November, 2009",F:\Temp\2010\Fang Qianhua,"Oranges affected by cadmium contamination, near the Xianghe Chemical factory, Liuyang, Hunan province, China. The factory illegally processed ore from zinc production to extract the heavy metal cadmium. Waste water and earth remaining from the process was dumped into a narrow valley behind the factory. The chemical plant was closed down in 2009, but environmental experts found crops and soil up to 1.5 km away to be severely contaminated.",3rd prize,Fang Qianhua,2010
12,Not Specified,2010 Photo Contest,Daily Life,"27 September, 2007",F:\Temp\2010\Simon Roberts,"England at Play, from the series 'We English'. Camel Estuary, Padstow, Cornwall, 27 September 2007.",3rd prize,Simon Roberts,2010
13,Not Specified,2010 Photo Contest,Nature,"24 May, 2009",F:\Temp\2010\Joe Petersburger,"A kingfisher catches a fish, closing its third eyelid, in Hungary. When the kingfisher dives, this lid protects the eye from damage, yet is still sufficiently transparent for the bird to follow its prey underwater.",1st prize,Joe Petersburger,2010
