,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Metropolis,2011 Photo Contest,Daily Life,"16 May, 2007",F:\Temp\2011\Martin Roemers,Half of humanity now lives in a city.,1st prize,Martin Roemers,2011
1,Juveniles Behind Bars in Sierra Leone,2011 Photo Contest,Daily Life,"09 August, 2010",F:\Temp\2011\Fernando Moleres,"Pademba Road Prison, in Freetown, Sierra Leone was built to accommodate around 300 prisoners, but now holds more than 1,100, including many juveniles.",2nd prize,Fernando Moleres,2011
2,In the Name of Victoria,2011 Photo Contest,Daily Life,"26 August, 2010",F:\Temp\2011\Mads Nissen,"In September, a Danish daily newspaper ran a picture of an 18-month-old orphan from Nepal with hydrocephalus – the condition also known as ‘water on the brain’.",3rd prize,Mads Nissen,2011
3,Haiti Aftermath,2011 Photo Contest,General News,"18 January, 2010",F:\Temp\2011\Riccardo Venturi,"A girl looks on as the Marché Hyppolite in Port-au-Prince burns, six days after a 7.0 magnitude earthquake struck Haiti.",1st prize,Riccardo Venturi,2011
4,Earthquake in Haiti,2011 Photo Contest,General News,"19 January, 2010",F:\Temp\2011\Olivier Laban-Mattei,"A woman walks through the streets of Port-au-Prince, a week after Haiti was hit by an earthquake.",1st prize,Olivier Laban-Mattei,2011
5,Not Specified,2011 Photo Contest,General News,"02 June, 2010",F:\Temp\2011\Javier Manzano,"The head of a man, who was ambushed while driving with his family, lies beside the road on the outskirts of Ciudad Juarez, in northern Mexico.",3rd prize,Javier Manzano,2011
6,Targeted Killings in Karachi,2011 Photo Contest,General News,"01 September, 2010",F:\Temp\2011\Massimo Berruti,"The number of targeted shootings in the Karachi area of Pakistan escalated in 2010, with over 1,100 violent deaths recorded by October.",2nd prize,Massimo Berruti,2011
7,Not Specified,2011 Photo Contest,General News,"31 July, 2010",F:\Temp\2011\Fernando Brito,"Areas of northern Mexico are racked by violence, involving turf wars between powerful drug cartels vying for control of trafficking routes.",3rd prize,Fernando Brito,2011
8,Not Specified,2011 Photo Contest,Daily Life,"16 November, 2010",F:\Temp\2011\Andrew Biraj,"An overcrowded train approaches a railway station in Dhaka, Bangladesh, as more passengers wait to board.",3rd prize,Andrew Biraj,2011
9,Not Specified,2011 Photo Contest,Nature,"11 December, 2010",F:\Temp\2011\Thomas P. Peschak,A Cape gannet comes in to land during the summer nesting season.,1st prize,Thomas P. Peschak,2011
10,Not Specified,2011 Photo Contest,General News,"17 April, 2010",F:\Temp\2011\Guang Niu,"Tibetan monks prepare for the mass cremation of earthquake victims on a mountaintop in Yushu county, Qinghai province, in China.",2nd prize,Guang Niu,2011
11,Couchsurfin’ Around the World,2011 Photo Contest,Daily Life,"12 July, 2010",F:\Temp\2011\Malte Jäger,"Couchsurfers hang out at the apartment of their host, ‘Naked Paul’, in Brooklyn, New York.",2nd prize,Malte Jäger,2011
