,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,"Fennec Fox, A Species in Danger",2014 Photo Contest,Nature,"22 April, 2013",F:\Temp\2014\Bruno D'Amicis,An adult fennec fox crouches in a village sheep pen.,1st prize,Bruno D'Amicis,2014
1,Typhoon Haiyan,2014 Photo Contest,General News,"17 November, 2013",F:\Temp\2014\Chris McGrath,"Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people.",1st prize,Chris McGrath,2014
2,Chaos in Central African Republic,2014 Photo Contest,General News,"09 December, 2013",F:\Temp\2014\William Daniels,"In March, an alliance of mainly Muslim rebel groups known as Séléka seized power in the Central African Republic (CAR). Hundreds were killed, and some 400,000 people displaced, as violence in the CAR escalated.",2nd prize,William Daniels,2014
3,Gaza Blackout,2014 Photo Contest,General News,"10 December, 2013",F:\Temp\2014\Gianluca Panella,"Gaza’s only power station closed in November, after it ran out of diesel. For years, supply from the Israeli grid had been intermittent, and electricity cuts due to fuel shortages had long been a daily occurrence.",3rd prize,Gianluca Panella,2014
4,A Flock of Guillemots,2014 Photo Contest,Nature,"09 March, 2013",F:\Temp\2014\Markus Varesvuo,Common guillemots (Uria aalge) fly over northeastern Norway.,2nd prize,Markus Varesvuo,2014
5,Farewell Mandela,2014 Photo Contest,Observed Portraits,"13 December, 2013",F:\Temp\2014\Markus Schreiber,"A woman is turned away disappointed at the close of the third and final day of the lying-in-state of former South African president Nelson Mandela, at the Union Buildings in Pretoria.",1st prize,Markus Schreiber,2014
6,Cougars,2014 Photo Contest,Nature,"21 February, 2013",F:\Temp\2014\Steve Winter,"Cougars, once in decline, have for the past 40 years been making a comeback across the western United States—though they remain extremely elusive.",1st prize,Steve Winter,2014
7,Toxic Beauty,2014 Photo Contest,Nature,"05 September, 2013",F:\Temp\2014\Kacper Kowalski,"Views from the air reveal an impact of industry on the environment that is hard to see from the ground, as effluent leeches into the Polish landscape—coal ash from power stations, by-products of mining, emissions from chemical factories.",2nd prize,Kacper Kowalski,2014
8,Bonobos - Our Unknown Cousins,2014 Photo Contest,Nature,"01 June, 2011",F:\Temp\2014\Christian Ziegler,"Bonobos, along with chimpanzees, are our closest living relatives. They are also among the least-studied of primates.",3rd prize,Christian Ziegler,2014
9,Moments Before the Hanging,2014 Photo Contest,General News,"20 January, 2013",F:\Temp\2014\Amir Pourmand,"Alireza Mafiha (23) lays his head on an executioner’s shoulder on 20 January, minutes before he and Mohammad Ali Sarvari (20) were hanged.",3rd prize,Amir Pourmand,2014
10,Wolves walking in the desert,2014 Photo Contest,Nature,"14 November, 2013",F:\Temp\2014\Shangzhen Fan,Wolves cross the desert snow in northwestern China.,3rd prize,Shangzhen Fan,2014
11,Bomb Maker in Aleppo,2014 Photo Contest,General News,"20 March, 2013",F:\Temp\2014\Moises Saman,"A bomb maker for Syrian rebel forces works in a makeshift bomb factory in the country’s largest city, Aleppo.",2nd prize,Moises Saman,2014
