,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1980 Photo Contest,News Feature,"01 January, 1979",F:\Temp\1980\Hilmar Pabel,Mother Theresa and the sisters of her order help the hungry and sick in Calcutta.,3rd prize,Hilmar Pabel,1980
1,Not Specified,1980 Photo Contest,General News,"01 January, 1979",F:\Temp\1980\Hilmar Pabel,"Refugees, also known as 'boat people', from Communist-controlled Vietnam, in a camp on Bidong Island, Malaysia.",2nd prize,Hilmar Pabel,1980
2,Not Specified,1980 Photo Contest,News Feature,"01 January, 1979",F:\Temp\1980\Hilmar Pabel,"Refugees, also known as 'boat people', from Communist-controlled Vietnam, in a camp on Bidong Island, Malaysia.",2nd prize,Hilmar Pabel,1980
3,Not Specified,1980 Photo Contest,News Feature,"01 November, 1979",F:\Temp\1980\David Burnett,"A Cambodian woman cradles her child while waiting for food to be distributed at the Sa Kaeo Holding Center, Thailand.
The holding center had been opened one month earlier to accommodate refugees fleeing Cambodia after the Vietnamese invasion in December 1978. In January 1979, the Vietnamese army captured Phnom Penh and established the People’s Republic of Kampuchea, ending the Khmer Rouge regime, which had held the country for nearly four years. The invasion caused a mass migration of hundreds of thousands Cambodians returning home or fleeing to western Cambodia, near the Thai border.",1st prize,David Burnett,1980
4,Not Specified,1980 Photo Contest,General News,"01 January, 1979",F:\Temp\1980\Hilmar Pabel,Mother Theresa and the sisters of her order help the hungry and sick in Calcutta.,3rd prize,Hilmar Pabel,1980
5,Not Specified,1980 Photo Contest,General News,"01 January, 1979",F:\Temp\1980\Sergey Vasiliev,In a children's pool.,1st prize,Sergey Vasiliev,1980
6,Not Specified,1980 Photo Contest,Black Picture,"01 January, 1979",F:\Temp\1980\Terry Fincher,"The Vietnamese Boat People. Stranded on an eastern beach where they had arrived several weeks earlier, these boat people are kept behind barbed wire and under armed guard as they wait to be put back to sea.",3rd prize,Terry Fincher,1980
7,Not Specified,1980 Photo Contest,Color Picture,"01 January, 1979",F:\Temp\1980\Fred Ihrt,"God in Russia: Religious service in The Trinity Lavra of St. Sergius, the most important Russian monastery and spiritual center of the Russian Orthodox Church, located in the town of Zagorsk, which was renamed in 1991 as Sergiyev Posad.",3rd prize,Fred Ihrt,1980
8,Not Specified,1980 Photo Contest,Color Picture,"01 January, 1979",F:\Temp\1980\Co Rentmeester,Sahara Sailing.,2nd prize,Co Rentmeester,1980
9,Not Specified,1980 Photo Contest,Color Picture,"01 January, 1979",F:\Temp\1980\Valery Shustov,"Sergey Zholtun, an underwater swimming instructor, and his wife Olga teach their children Nadya and Koly to swim before they learn how to walk.

Apparently, the series was not published in Russia but in one of the publications that press agency RIA Novosti brought on the foreign market. The Sunday Times wrote on 24 February 1980 about the winning images: ‘This Soviet baby was barely four weeks old when he took to water. Before he could crawl he had learnt to swim on his back and he is just one of thousands of Russian babies being taught to swim. It’s not a Soviet plan to dominate world water sports, but a medical programme aimed at building up children’s resistance to disease, in particular respiratory ailments.’",1st prize,Valery Shustov,1980
