,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1981 Photo Contest,News Feature,"01 April, 1980",F:\Temp\1981\Mike Wells,"Karamoja district, Uganda.

The hand of a severely malnourished boy rests in a Catholic monk’s hand in the Karamoja region of northeastern Uganda.

Hunger has been a recurrent problem in the drought-prone region of Karamoja. Due to natural, social, and political causes, periods of famine intensified in the 1970s. The famine of 1980 was the worst in the region’s history at the time. In less than a year, it killed around 20% of the population, including approximately half of all infants. While the famine also reached other districts, Karamoja was by far the worst affected.",1st prize,Mike Wells,1981
1,Not Specified,1981 Photo Contest,General Picture,"01 January, 1980",F:\Temp\1981\Wolfgang Lummer,Swallows.,3rd prize,Wolfgang Lummer,1981
2,Not Specified,1981 Photo Contest,General Picture,"01 January, 1980",F:\Temp\1981\Ovie Carter,Happiness prevails.,1st prize,Ovie Carter,1981
3,Not Specified,1981 Photo Contest,General News,"01 January, 1980",F:\Temp\1981\Andrew Hosie,"Children push forward holding containers for a ration of milk. The refugees were driven out of their homelands by the conflict between Ethiopians and Somalis over the Ogaden region, and now suffer from hunger in overpopulated camps.",2nd prize,Andrew Hosie,1981
4,Not Specified,1981 Photo Contest,General News,"09 June, 1980",F:\Temp\1981\Eric Piper,Cambodians return to Phnom Pehn from exile.,3rd prize,Eric Piper,1981
5,Not Specified,1981 Photo Contest,General News,"01 January, 1980",F:\Temp\1981\William Campbell,Famine.,2nd prize,William Campbell,1981
6,Not Specified,1981 Photo Contest,Color Picture,"01 January, 1980",F:\Temp\1981\François Lochon,More than 150 people were killed during demonstrations and rallies by students demanding democracy and free elections.,2nd prize,François Lochon,1981
7,Not Specified,1981 Photo Contest,Color Picture,"01 January, 1980",F:\Temp\1981\Mirella Ricciardi,Digging for gold.,3rd prize,Mirella Ricciardi,1981
8,Not Specified,1981 Photo Contest,Black Picture,"01 June, 1980",F:\Temp\1981\Alain Mingam,"Condemned by an Islamic war tribunal for denouncing nine families, a man is escorted 20km outside Kabul for execution.",3rd prize,Alain Mingam,1981
9,Not Specified,1981 Photo Contest,Black Picture,"01 January, 1980",F:\Temp\1981\Andrew Hosie,"Children push forward holding containers for a ration of milk. The refugees were driven out of their homelands by the conflict between Ethiopians and Somalis over the Ogaden region, and now suffer from hunger in overpopulated camps.",2nd prize,Andrew Hosie,1981
10,Not Specified,1981 Photo Contest,Black Picture,"18 May, 1980",F:\Temp\1981\George M. Wedding,"The eruption of Mount St. Helens: The mountain, which had been dormant for 123 years, spews ash onto the surrounding countryside.",1st prize,George M. Wedding,1981
11,Not Specified,1981 Photo Contest,News Feature,"09 June, 1980",F:\Temp\1981\Eric Piper,Cambodians return to Phnom Pehn from exile.,3rd prize,Eric Piper,1981
