,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1998 Photo Contest,General News,"01 January, 1997",F:\Temp\1998\Maciej Skawinski,"Evacuating from a flooded house. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
1,Not Specified,1998 Photo Contest,People in the News,"23 September, 1997",F:\Temp\1998\Hocine,"Algiers, Algeria.

A woman cries outside the Zmirli Hospital, where the dead and wounded were taken after a massacre in Bentalha. Mass killings and bomb blasts dominated life since the army annulled the results of the 1992 elections, in which it appeared the Muslim fundamentalist party, the Islamic Salvation Front (FIS), would win. The conflict had claimed more than 60,000 lives in five years.",1st prize,Hocine,1998
2,Not Specified,1998 Photo Contest,General News,"01 January, 1997",F:\Temp\1998\Gideon Mendel,"Women carry provisions home in the Hlabisa district.
According to the World Health Organization, 30 million people have been infected by the HIV virus. Nearly two-thirds of them live in Africa, south of the Sahara desert. Educational initiatives play an important role in raising public awareness of HIV and AIDS.",1st prize,Gideon Mendel,1998
3,Not Specified,1998 Photo Contest,General News,"01 January, 1997",F:\Temp\1998\Francesco Zizola,"A Kurdish patient at Sulaimanya Teaching Hospital, Iraq, suffers from serious burns after a bomb explosion near her home. 

Numbering 26.3 million, the Kurds constitute the fourth largest ethnic group in the Middle East. Since the end of the first World War they have been scattered around different countries. In Iraq and Turkey, Kurds form almost a quarter of the population, with smaller minorities in Iran and Syria. In Iraq, they achieved virtual autonomy, but this has been severely undermined by factional fighting between warlords.",2nd prize,Francesco Zizola,1998
4,Not Specified,1998 Photo Contest,Nature,"01 January, 1997",F:\Temp\1998\Xavier Desmier,"Two killer whales patrol close to the beach, biding their time until a pair of six-week-old sea elephants take the plunge into the Antarctic Ocean. Every September sea elephants come ashore here to deliver their young, who gain five kilos a day from birth. Their parents, meanwhile, lose up to half their weight. When hunger finally drives them back into the water, the whales will be waiting.",1st prize,Xavier Desmier,1998
5,Not Specified,1998 Photo Contest,Others,"01 July, 1997",F:\Temp\1998\Susan Watts,"After buying some heroin, Gloria Colon (33) squats in a littered backyard to find a vein and inject the drug. 

Gloria has been living on the streets of the Bronx since her late teens, needing ten shots of heroin a day and as many tricks to pay for them. She no longer has her own teeth and her body is covered with scabs and scars. Gloria is one of several thousand homeless, drug-addicted prostitutes living on the streets of New York City.

Susan Watts: 'This photograph is part of a larger story. I spent most of the summer of 1997 documenting the life of Gloria, a homeless prostitute addicted to crack and heroin. After the story had been featured in the New York Daily News, Gloria entered a drug treatment program, and she has now been free of drugs for more than five years. She has been reunited with her family and I recently photographed her wedding. The selection of my picture for the Children’s Award made me realize how sophisticated children are to recognize the dangers of drug addiction. They sent a powerful message, and I applaud their courage and insight.'
(World Press Photo retrospective Children's Jury exhibition, 2003)",Individual awards,Susan Watts,1998
6,Not Specified,1998 Photo Contest,Nature,"01 January, 1997",F:\Temp\1998\Jim Leachman,"A capture crew chases a herd of zebra into a stockade. In South Africa private ranchers are redefining the concept of wildlife. The government now allows them to own the animals on their properties, which has given rise to a new form of hands-on wildlife management. Dividing into ranches aimed at hunting, breeding or eco-tourism, the new sanctuaries cover roughly three times the area of country's national parks.",3rd prize,Jim Leachman,1998
7,Not Specified,1998 Photo Contest,Nature,"01 January, 1997",F:\Temp\1998\Gideon Mendel,"Men set off from their village on a hunting expedition. They are armed with bows, poisoned arrows and flexible poles used to hunt hares. The traditional lifestyle of the hunter-gatherers of southern Africa (Namibia and South Africa) known as bushmen is on the edge of extinction. Yet a few villages continue their attempts to be self-sufficient, supplementing what the land yields with a little cattle farming.",1st prize,Gideon Mendel,1998
8,Not Specified,1998 Photo Contest,Nature,"01 January, 1997",F:\Temp\1998\Gilles Nicolet,"The vast Adamaoua plateau is home to a great variety of animal species. There are only a few hunters who are versed in capturing pythons. They crawl into the snakes' lairs, grab them with their bare hands and pull them out by their heads. Pythons don't usually get aggressive until they are brought out into the light.",2nd prize,Gilles Nicolet,1998
9,Not Specified,1998 Photo Contest,Nature,"01 January, 1997",F:\Temp\1998\Jim Leachman,"A baby elephant is fed milk from a bottle. At this rehabilitation center, a trained staff of eight are looking after orphaned elephants hoping to release them back into the wild - though this may take some years. The animals develop a strong bond with their keepers, who take care of them 24 hours a day.",3rd prize,Jim Leachman,1998
