,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1963 Photo Contest,General News,"26 July, 1963",F:\Temp\1963\Jovan Ritopecki,"A father grieves over his daughter after an earthquake hit the town of Skopje in Yugoslavia on 26 July 1963, which killed over 1,000 people and destroyed or seriously damaged 80 percent of the city's buildings.",2nd prize,Jovan Ritopecki,1963
1,Not Specified,1963 Photo Contest,Most Artistic Press Photo,"05 January, 1963",F:\Temp\1963\Guido Mangold,"West German Chancellor Konrad Adenauer on his 87th birthday.
Adenauer had been Chancellor since 1949. In October 1963, he would resign from office.",Honorable mention,Guido Mangold,1963
2,Not Specified,1963 Photo Contest,Most Artistic Press Photo,"01 January, 1963",F:\Temp\1963\Jürgen Heinemann,Brazilian children during a religious ceremony.,1st prize,Jürgen Heinemann,1963
3,Not Specified,1963 Photo Contest,General News,"01 November, 1962",F:\Temp\1963\Arild Kristo,Manfred Stein (3) playing near the Berlin Wall.,3rd prize,Arild Kristo,1963
4,Not Specified,1963 Photo Contest,General News,"01 January, 1963",F:\Temp\1963\Eddy Veen,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
5,Not Specified,1963 Photo Contest,Features,"01 January, 1963",F:\Temp\1963\Peter Thomann,"A mare and foal.

The photographer made the image in May, when the wild horses, living in the grasslands near Dülmen, are being driven together to catch the one-year old stallions, who will be sold at horse markets.",1st prize,Peter Thomann,1963
6,Not Specified,1963 Photo Contest,General News,"01 January, 1963",F:\Temp\1963\Maya Okushko,Bride.,2nd prize,Maya Okushko,1963
7,Not Specified,1963 Photo Contest,General News,"01 January, 1963",F:\Temp\1963\Peter Thomann,"A mare and foal.

The photographer made the image in May, when the wild horses, living in the grasslands near Dülmen, are being driven together to catch the one-year old stallions, who will be sold at horse markets.",1st prize,Peter Thomann,1963
8,Not Specified,1963 Photo Contest,Features,"07 August, 1963",F:\Temp\1963\Frank Cancellare,US President John F. Kennedy and his daughter Caroline on their way to the Otis Air Force Base Hospital to visit the First Lady. Jacqueline Kennedy had given birth to Patrick Bouvier Kennedy five weeks prematurely. He was born by emergency caesarean section but died two days later.,3rd prize,Frank Cancellare,1963
9,Not Specified,1963 Photo Contest,Features,"01 January, 1963",F:\Temp\1963\Maya Okushko,Bride.,2nd prize,Maya Okushko,1963
