,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1977 Photo Contest,Humor,"01 January, 1976",F:\Temp\1977\Waltraud Raphael,Toddlers after their bath.,2nd prize,Waltraud Raphael,1977
1,Not Specified,1977 Photo Contest,Humor,"01 January, 1976",F:\Temp\1977\Frans Stoppelman,Newspaper boys.,3rd prize,Frans Stoppelman,1977
2,Not Specified,1977 Photo Contest,Miscellaneous,"01 January, 1976",F:\Temp\1977\Peter Martens,A young neo-nazi at a demonstration in Washington D.C.,1st prize,Peter Martens,1977
3,Not Specified,1977 Photo Contest,News Feature,"01 January, 1976",F:\Temp\1977\Volker Hinz,Men guard a church.,3rd prize,Volker Hinz,1977
4,Not Specified,1977 Photo Contest,Nature,"01 January, 1976",F:\Temp\1977\Joco Znidarsic,On a snowy slope.,3rd prize,Joco Znidarsic,1977
5,Not Specified,1977 Photo Contest,News Feature,"08 August, 1976",F:\Temp\1977\John Duricka,"US President Gerald Ford, his wife Betty and daughter Susan walk the dogs in the woods at Camp David.",2nd prize,John Duricka,1977
6,Not Specified,1977 Photo Contest,Humor,"04 July, 1976",F:\Temp\1977\Eddie Adams,"People watch an Operation Sail tall ships event on the Hudson River from their apartment building in Fort Lee, New Jersey. These people were joined by millions lining the shore below their windows to watch the tall ships, a fleet of warships and thousands of small pleasure crafts, that passed to mark the Bicentennial, the nation's 200th birthday.",1st prize,Eddie Adams,1977
7,Not Specified,1977 Photo Contest,Miscellaneous,"04 July, 1976",F:\Temp\1977\Eddie Adams,"Tall ship USS Constellation framed between the twin towers of the World Trade Center during the Operation Sail event at the Bicentennial, the celebrations of the nation's 200th anniversary on the 4th of July.",3rd prize,Eddie Adams,1977
8,Not Specified,1977 Photo Contest,General News,"01 January, 1976",F:\Temp\1977\Henning Christoph,"The residents of Collins Avenue, a street lined with cheap hotels where middle-class Americans live in retirement.",2nd prize,Henning Christoph,1977
9,Not Specified,1977 Photo Contest,Arts and Sciences,"01 January, 1976",F:\Temp\1977\Vyacheslav Bobkov,"Radiobiological research: Flying owl being studied at the Puhtu ornithological station on Phutu Pensinsula, Estonia. 

Ornithologists at the station made biotelemetric studies of birds' hearts in flight, resulting in electrocardiograms of flying birds. Originally, the picture was published with the owl's electrocardiogram imprinted on the lower part of the picture. 

Vyacheslav Bobkov later recalled that it was not very easy to photograph the flying birds at the station. Although these tame rooks and owls were used to the presence of human beings, they immediately flew away as soon as Bobkov turned up with his camera. In the end, Yuri Keskpaik, one of the researchers and whose voice was familiar to the birds, would summon the birds and Bobkov would photograph them hiding in the grass.",3rd prize,Vyacheslav Bobkov,1977
10,Not Specified,1977 Photo Contest,General News,"01 January, 1976",F:\Temp\1977\Ernest Cox Jr.,"Life in Southern Africa: blacks crowd onto a double-decker bus clearly marked by race in both English and Afrikaans in South-Africa.

In 1976, Chicago Tribune photographer Ernest Cox Jr. and two reporters, Clarence Page and James Yuenger, toured southern Africa to portray in words and images, what life is like for blacks and whites in that tense region. The Chicago Tribune published their reports in seven articles between 20 June and 17 July 1976.",1st prize,Ernest Cox Jr.,1977
11,Not Specified,1977 Photo Contest,General News,"04 July, 1976",F:\Temp\1977\Eddie Adams,"Tall ship USS Constellation framed between the twin towers of the World Trade Center during the Operation Sail event at the Bicentennial, the celebrations of the nation's 200th anniversary on the 4th of July.",3rd prize,Eddie Adams,1977
12,Not Specified,1977 Photo Contest,General News,"08 August, 1976",F:\Temp\1977\John Duricka,"US President Gerald Ford, his wife Betty and daughter Susan walk the dogs in the woods at Camp David.",2nd prize,John Duricka,1977
13,Not Specified,1977 Photo Contest,General News,"01 January, 1976",F:\Temp\1977\Peter Martens,A young neo-nazi at a demonstration in Washington D.C.,1st prize,Peter Martens,1977
14,Not Specified,1977 Photo Contest,Feature Picture,"01 January, 1976",F:\Temp\1977\Eddie Adams,Little people in the USA. Parents walk with their son.,3rd prize,Eddie Adams,1977
15,Not Specified,1977 Photo Contest,Feature Picture,"01 January, 1976",F:\Temp\1977\Henning Christoph,"The residents of Collins Avenue, a street lined with cheap hotels where middle-class Americans live in retirement.",2nd prize,Henning Christoph,1977
16,Not Specified,1977 Photo Contest,Feature Picture,"01 January, 1976",F:\Temp\1977\Ernest Cox Jr.,"Life in Southern Africa: blacks crowd onto a double-decker bus clearly marked by race in both English and Afrikaans in South-Africa.

In 1976, Chicago Tribune photographer Ernest Cox Jr. and two reporters, Clarence Page and James Yuenger, toured southern Africa to portray in words and images, what life is like for blacks and whites in that tense region. The Chicago Tribune published their reports in seven articles between 20 June and 17 July 1976.",1st prize,Ernest Cox Jr.,1977
17,Not Specified,1977 Photo Contest,Arts and Sciences,"01 January, 1976",F:\Temp\1977\Thomas Hoepker,Steel sculpture by German artist Heinz Mack in the Algerian desert.,1st prize,Thomas Hoepker,1977
18,Not Specified,1977 Photo Contest,General News,"18 September, 1976",F:\Temp\1977\Hiroshi Nakanishi,"Huge crowds on Changan Street and Tiananmen Square pay their last respects to late chairman Mao Tse-Tung. The Liberation Army began parading from Central Station, followed by endless lines of workers and students.",1st prize,Hiroshi Nakanishi,1977
