,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1973 Photo Contest,General News,"01 January, 1972",F:\Temp\1973\Sven-Erik Sjöberg,"Three thousand people in Belo Horizonte live on the garbage heap, where children compete with vultures for scraps of meat.",2nd prize,Sven-Erik Sjöberg,1973
1,Not Specified,1973 Photo Contest,News Feature,"01 January, 1972",F:\Temp\1973\Frederick Keith Hoare,"Parish priest Father John Courtney sits beside a broken statue after a mob wrecked his church in the Willowfield district of Belfast, Northern Ireland. The same church was damaged again three months later by another mob.",3rd prize,Frederick Keith Hoare,1973
2,Not Specified,1973 Photo Contest,Others,"08 September, 1972",F:\Temp\1973\Ulrich Kohls,Photo montage of the 100m hurdles for women at the 1972 Summer Olympics in Munich.,Individual awards,Ulrich Kohls,1973
3,Not Specified,1973 Photo Contest,News Feature,"11 July, 1972",F:\Temp\1973\Eddie Adams,"George Wallace, Governor of Alabama and US presidential candidate, speaks at the Democratic National Convention. During his campaign, Wallace was shot four times in an attempted assassination by Arthur Bremer and left permanently paralyzed.",2nd prize,Eddie Adams,1973
4,Not Specified,1973 Photo Contest,News Feature,Not Specified,F:\Temp\1973\Fernando Botán Mon,Not Specified,1st prize,Fernando Botán Mon,1973
5,Not Specified,1973 Photo Contest,General News,"01 February, 1972",F:\Temp\1973\Henning Christoph,"Scenes from 'The Troubles', the conflict between Unionists and Nationalists in Northern Ireland.
Every afternoon, in the 'Aggro Corner', the no-man's land between downtown Derry and the Bogside, nationalist youth aged 7 to 17 gather to throw stones at British Army soldiers.",3rd prize,Henning Christoph,1973
6,Not Specified,1973 Photo Contest,General News,"01 January, 1972",F:\Temp\1973\Don McCullin,"South Vietnamese soldier during the Vietnam War's Easter Offensive.

In 1969, US President Richard Nixon introduced a new strategy, called ‘Vietnamization’, aimed at ending the American involvement in the Vietnam War. Step by step, all military responsibilities were transferred to the South Vietnamese army, in order to prepare South Vietnam to defense itself against North Vietnamese attacks. 

During the spring of 1972, North Vietnam started what is now called the Easter Offensive against South Vietnam, intensifying the fighting and bombardments. The North aimed at gaining as much territory as possible and crippling the South Vietnamese army, in order to strengthen its position during the ongoing peace negotiations, while demonstrating the failure of US’ Vietnamization policy. Major battlegrounds of the Easter Offensive were the province Quang Tri and the city of An Loc.

In 1973, after negotiating a treaty with North and South Vietnam, the USA withdrew its forces from Vietnam and declared the Vietnamization process complete. However, in 1975, South Vietnam would fall to the Communist army.",1st prize,Don McCullin,1973
7,Not Specified,1973 Photo Contest,General Features,"01 January, 1972",F:\Temp\1973\László Török,"A Family.

László Török, 25 years old at the time, made this photo in the flat where he was living with his parents, using models instead of members of a real family.

In his letter to World Press Photo from 1973, explaining the subject of the photograph, Török wrote: 'I am very much interested in human relations, the position and role of my own age group [...] In this picture I wanted to call the attention to the different ways of thinking of the generations [...] When thinking about the appearance of the picture, I chose this way of brownish daguerrotype-looking picture characteristic of the end of the 19th century, because I wanted to emphasize the time. I draw the line in an ironizing way between the parents and the boy being still under their influence and young girl thinking already in a quite different way than they.'",1st prize,László Török,1973
8,Not Specified,1973 Photo Contest,General News,"01 January, 1972",F:\Temp\1973\László Török,"A Family.

László Török, 25 years old at the time, made this photo in the flat where he was living with his parents, using models instead of members of a real family.

In his letter to World Press Photo from 1973, explaining the subject of the photograph, Török wrote: 'I am very much interested in human relations, the position and role of my own age group [...] In this picture I wanted to call the attention to the different ways of thinking of the generations [...] When thinking about the appearance of the picture, I chose this way of brownish daguerrotype-looking picture characteristic of the end of the 19th century, because I wanted to emphasize the time. I draw the line in an ironizing way between the parents and the boy being still under their influence and young girl thinking already in a quite different way than they.'",1st prize,László Török,1973
9,Not Specified,1973 Photo Contest,General News,Not Specified,F:\Temp\1973\Fernando Botán Mon,Not Specified,1st prize,Fernando Botán Mon,1973
10,Not Specified,1973 Photo Contest,Citation for Creativity,"08 September, 1972",F:\Temp\1973\Ulrich Kohls,Photo montage of the 100m hurdles for women at the 1972 Summer Olympics in Munich.,Individual awards,Ulrich Kohls,1973
11,Not Specified,1973 Photo Contest,General Features,"01 January, 1972",F:\Temp\1973\Mikhail Mineev,Hunting a sable.,3rd prize,Mikhail Mineev,1973
12,Not Specified,1973 Photo Contest,General Features,"01 January, 1972",F:\Temp\1973\Oleg Ivanov,'First steps': a Russian toddler on a street in Moscow during the winter.,2nd prize,Oleg Ivanov,1973
13,Not Specified,1973 Photo Contest,Citation for Creativity,"01 January, 1972",F:\Temp\1973\Hannu Hautala,"Every year about 1,300 people and about one million birds and small animals are killed on Finland's roads.",Individual awards,Hannu Hautala,1973
14,Not Specified,1973 Photo Contest,Others,"01 January, 1972",F:\Temp\1973\Hannu Hautala,"Every year about 1,300 people and about one million birds and small animals are killed on Finland's roads.",Individual awards,Hannu Hautala,1973
15,Not Specified,1973 Photo Contest,General News,"11 July, 1972",F:\Temp\1973\Eddie Adams,"George Wallace, Governor of Alabama and US presidential candidate, speaks at the Democratic National Convention. During his campaign, Wallace was shot four times in an attempted assassination by Arthur Bremer and left permanently paralyzed.",2nd prize,Eddie Adams,1973
16,Not Specified,1973 Photo Contest,People in the News,"01 February, 1972",F:\Temp\1973\Horst Ossinger,"Queen Elizabeth II is distracted while watching a parade of elephants during her state visit to Thailand.

In a letter to World Press Photo, Horst Ossinger told World Press Photo how he made this picture: 'The official photo-session had already finished an I was quickly taking, what I thought would be my last shot on this particular session, when I discovered a peculiar look on the Queen's face. I was using a Leicaflex with 180 mm lens at the time and starter [sic] the motor of the camera.'

When Ossinger was awarded in the 1973 contest, Time magazine wrote in its People section: 'In each successive frame the royal expression got curiouser and curiouser. With her camera resting on her lap in the best tourist manner, Queen Elizabeth was cheerfully taking tea and watching a parade elf elephants while on her tour of Thailand last year. Suddenly, in a series of baffling photographs just published in London, Elizabeth registered first dismay, then pain, then a rictus of what looked like sheer agony. Was it tea? A tack on the chair? Back trouble? Horst Ossinger, the German photographer who caught the moment with a telephoto lens, and won the Holland World Press Photo Contest prize for it, doesn't know. And the Queen isn't telling.'",1st prize,Horst Ossinger,1973
17,Not Specified,1973 Photo Contest,Sports,"01 October, 1972",F:\Temp\1973\Vaclav Jirsa,"The critical second at the most difficult hurdle, named 'Taxis's moat', in the Great Pardubice Steeplechase.

Vaclav Jirsa made this photograph from a scaffold which was about 1,5m high and located behind all other photographers and perfect for a top view. He used a Leicaflex camera with a motordrive to make the sequence.",2nd prize,Vaclav Jirsa,1973
18,Not Specified,1973 Photo Contest,Photo Sequences,"01 October, 1972",F:\Temp\1973\Vaclav Jirsa,"The critical second at the most difficult hurdle, named 'Taxis's moat', in the Great Pardubice Steeplechase.

Vaclav Jirsa made this photograph from a scaffold which was about 1,5m high and located behind all other photographers and perfect for a top view. He used a Leicaflex camera with a motordrive to make the sequence.",2nd prize,Vaclav Jirsa,1973
