,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,2000 Photo Contest,General News,"01 December, 1999",F:\Temp\2000\Yuri Kozyrev,"In September 1999, Russian forces began military action against Chechen rebels. Initial operations were confined to air attacks, but on 1 October Russian troops entered Chechnya. By the beginning of December the Russians had surrounded the capital Grozny, which they stormed on the 25th. The Russians held that their casualties during the conflict were minimal.",3rd prize,Yuri Kozyrev,2000
1,Not Specified,2000 Photo Contest,General News,"03 June, 1999",F:\Temp\2000\Jan Dago,"Supporters of the PDI (Partai Demokrasi Indonesia Perjuangan) cheer for their leader Megawati Sukarnoputri. The PDI went on to win the parliamentary elections on June 7, in a contest that involved 48 parties. It gained 33 per cent of the votes and 153 seats in the 500-seat parliament. The elections passed peacefully, but violence was to erupt later in the year when parliament failed to elect Megawati as president.",3rd prize,Jan Dago,2000
2,Not Specified,2000 Photo Contest,General News,"01 January, 1999",F:\Temp\2000\Yannis Behrakis,"January - February. The wife of a Kosovo Liberation Army soldier faints during his funeral. Early in the year, conflict resumed after fragile truce, causing another wave of refugees. In mid-January, 45 ethnic Albanians were killed during a Serb offensive on the village of Racak. Later in the month in Rogovo, west of Priština, 24 ethnic Albanians were ambushed and shot.",1st prize,Yannis Behrakis,2000
3,Not Specified,2000 Photo Contest,General News,"01 January, 1999",F:\Temp\2000\Ilkka Uimonen,"At the end of August a referendum was held which resulted in an 80 per cent vote for independence from Indonesia. Tension escalated and violence intensified after results were announced, as pro-Indonesian militia went on a rampage, killing independence supporters and setting fire to buildings. Eventually the UN intervened, sending in an Australian peace-keeping force on September 20.",2nd prize,Ilkka Uimonen,2000
4,Not Specified,2000 Photo Contest,Nature,"18 August, 1999",F:\Temp\2000\Enric Martí,"A firefighting plane sheds its load over the Tupras Oil refinery in Izmit, Turkey. The refinery had been on fire since an earthquake hit the area early the day before. Firefighters could not pump water to fight the blaze, because the quake had knocked out electricity to the region. The earthquake, which measured 7.4 on the Richter scale, claimed more than 17,000 lives and made hundreds of thousands homeless. It was not only a humanitarian disaster, but had a severe impact on the Turkish economy, as the affected area formed the industrial heart of the country.",1st prize,Enric Martí,2000
5,Not Specified,2000 Photo Contest,Others,"01 April, 1999",F:\Temp\2000\Harald Henden,"Trapped in a no man’s land at the border between Kosovo and Macedonia, Albanian refugees from Kosovo beg the international community for help. 

In April 1999, countless ethnic Albanians found themselves caught between Serb paramilitary units on one side and Macedonian forces on the other. International media were given severely restricted access, making it difficult for the refugees to communicate their plight.

Harald Henden: 'The Serbian police and military were becoming increasingly brutal towards the Albanian population of Kosovo in 1998. This was a major news story, and I spent a lot of time on assignment in the province. In the spring of 1999, NATO carried out its threat of a major bombing campaign. I had no visa for Kosovo, so I went to neighboring Macedonia to see what would happen. A few days later tens of thousands of Albanians, forced from their homes by the Serbs, came pouring across the border.'
(World Press Photo retrospective Children's Jury exhibition, 2003)",Individual awards,Harald Henden,2000
6,Not Specified,2000 Photo Contest,Nature,"01 January, 1999",F:\Temp\2000\Olivier Boëls,"Paris, as seen from an airplane. Over the past 40 years air pollution from industry and domestic heating in the city has been tackled with some success, but emissions from automobiles have increased. Initiatives range from campaigns to educate drivers about how to reduce pollution from their car engines, to a club for owners of electric vehicles. Four months before this photograph was taken, a 'reduced traffic day' implemented in 35 towns countrywide, resulted in a 20 percent drop in the number of cars entering the city.",3rd prize,Olivier Boëls,2000
7,Not Specified,2000 Photo Contest,Nature,"01 January, 1999",F:\Temp\2000\Tine Harden,"Wild horses are captured and branded. Every summer, hundreds of horses are rounded up in a tradition described in Roman times. It is dangerous work, and skills are handed down from father to son. In Roman times, the people used horses for food and in war. Nowadays after being branded and having their manes clipped, the horses are set free again.",1st prize,Tine Harden,2000
8,Not Specified,2000 Photo Contest,Nature,"01 January, 1999",F:\Temp\2000\Claudine Doury,"Members of the 34,000-strong Nenets ethnic group lead a nomadic life on the Yamal Peninsula. They speak a Samoyedic language, have shamanist traditions, and live in tents called chum, which dismantle and transport easily. It takes 64 reindeer hides to make a chum, which becomes home to an extended family. The Nenets' life revolves around raising reindeer. Each year the children go away to boarding school, where they stay for eight months. Despite the modern comforts they find there, most children choose to come back to the traditional way of life after school.",2nd prize,Claudine Doury,2000
9,Not Specified,2000 Photo Contest,Nature,"01 January, 1999",F:\Temp\2000\Norbert Wu,"An underwater photography team worked from the US Antarctic Program's base on Ross Island during late spring. Grounded icebergs, frozen waterfalls and sea-ice stalactites form part of an underwater tableau.",3rd prize,Norbert Wu,2000
