,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1976 Photo Contest,General News,"01 January, 1975",F:\Temp\1976\Pablo Bartholomew,Portrait of a morphine addict and her daily routines in India.,1st prize,Pablo Bartholomew,1976
1,Not Specified,1976 Photo Contest,News Feature,"01 January, 1975",F:\Temp\1976\David Hume Kennerly,A husband comforts his dying wife at a Cambodian war refugee centre.,1st prize,David Hume Kennerly,1976
2,Not Specified,1976 Photo Contest,Humor,"01 January, 1975",F:\Temp\1976\Krzysztof Niemiec,The apple of father Niemic's 'eye'.,3rd prize,Krzysztof Niemiec,1976
3,Not Specified,1976 Photo Contest,Humor,"01 January, 1975",F:\Temp\1976\Axel O. Carp,Girls during a Popular Movement for the Liberation of Angola (MPLA) demonstration.,2nd prize,Axel O. Carp,1976
4,Not Specified,1976 Photo Contest,Humor,"01 January, 1975",F:\Temp\1976\David Valentine,Enoch Ndlovu with his trophy after winning a Zulu dancing contest.,1st prize,David Valentine,1976
5,Not Specified,1976 Photo Contest,General News,"01 January, 1975",F:\Temp\1976\Shadrack Nkomo,Flyweight Petrus 'Trizza' Nkhwanazi is beaten unconscious in the 6th round of a boxing match. He later died of brain injuries in a hospital.,3rd prize,Shadrack Nkomo,1976
6,Not Specified,1976 Photo Contest,General News,"01 January, 1975",F:\Temp\1976\Michael O'Brien,"John Madden, a homeless man. ""I'll never quit drinking. Some people say they'll quit, but they lie like hell.... I like to get an early start. Sometimes I get in the soup line at the Brothers of the Good Shepherd, but they pray at you damn too much..."".",2nd prize,Michael O'Brien,1976
7,Not Specified,1976 Photo Contest,General News,"01 January, 1975",F:\Temp\1976\John Edmund Lamb,"Tug of love: Ted Laws, a football trainer in Australia, wants to hear how his club is getting along without him, while his daughter Marilyn wants to get married. Eventually, Ted and Marilyn made it to the church in time for him to give her away. His club won as well.",2nd prize,John Edmund Lamb,1976
8,Not Specified,1976 Photo Contest,News Feature,"01 January, 1975",F:\Temp\1976\Klaus P. Siebahn,A woman mourns the death of General Franco in front of the El Pardo palace.,3rd prize,Klaus P. Siebahn,1976
9,Not Specified,1976 Photo Contest,General News,"22 June, 1975",F:\Temp\1976\Clive Limpkin,The photographer's son in the garden.,1st prize,Clive Limpkin,1976
10,Not Specified,1976 Photo Contest,General Features,"01 January, 1975",F:\Temp\1976\Hartmut Beifuss,An elderly woman receives an injection.,3rd prize,Hartmut Beifuss,1976
11,Not Specified,1976 Photo Contest,General Features,"01 January, 1975",F:\Temp\1976\John Edmund Lamb,"Tug of love: Ted Laws, a football trainer in Australia, wants to hear how his club is getting along without him, while his daughter Marilyn wants to get married. Eventually, Ted and Marilyn made it to the church in time for him to give her away. His club won as well.",2nd prize,John Edmund Lamb,1976
12,Not Specified,1976 Photo Contest,General Features,"22 June, 1975",F:\Temp\1976\Clive Limpkin,The photographer's son in the garden.,1st prize,Clive Limpkin,1976
