,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1994 Photo Contest,General News,"01 January, 1993",F:\Temp\1994\Keith Bernstein,"A mother sits by her child who has just died of malnutrition. A long march had brought them to this abandoned school, one of the few buildings in the area left undamaged by the civil war. Aid agencies were using the school as an emergency feeding center.",3rd prize,Keith Bernstein,1994
1,Not Specified,1994 Photo Contest,General News,"01 March, 1993",F:\Temp\1994\Larry Towell,"Gaza City, Gaza Strip.

Palestinian boys raise toy guns in a gesture of defiance.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
2,Not Specified,1994 Photo Contest,General News,"01 May, 1993",F:\Temp\1994\James Nachtwey,"Bosnian fighters defend their village against attack of Serb forces.

In 1992, irregular Serb forces had captured and 'ethnically cleansed' the town of Brcko in northern Bosnia-Herzegovina, on the border with Croatia. During the spring of 1993, they pushed south to widen their land link to Serbia, fighting Bosnian youths who defended the Bosnian hamlets they found in their way. The sustained hostilities turned the sons of farmers and shopkeepers into veteran fighters.",2nd prize,James Nachtwey,1994
3,Not Specified,1994 Photo Contest,Nature,"01 July, 1993",F:\Temp\1994\Bill Greene,"Levees patched with sandbags. In the US Midwest heartland, weeks of solid rain coupled with insufficient precautions caused the worst flooding ever. Nine states were declared federal disaster areas and 100 million sandbags were bought to hold back the floods. When the water finally receded, 50 people had died and 70,000 had lost their homes. The total damage amounted to $12 billion. Communities up and down the Mississippi and Missouri rivers were swamped by the flood water.",1st prize,Bill Greene,1994
4,Not Specified,1994 Photo Contest,Nature,"01 January, 1993",F:\Temp\1994\Claudio Herdener,"In Patagonia some 80,000 birds die every year after being trapped in oily pools created during oil production. The birds, mistaking the pools for water, struggle to escape for several days. When they die, their bodies - and later their skeletons - remain suspended on the surface. In 1992 a law was passed forbidding the creation of new pools.",1st prize,Claudio Herdener,1994
5,Not Specified,1994 Photo Contest,Nature,"01 January, 1993",F:\Temp\1994\Frans Lanting,"A juvenile orangutan at one of the two rehabilitation centers in the Malaysian part of Borneo. The Borneo rain forest home to this orangutan, is destroyed at an alarming rate in order to produce timber. The centers prepare this endangered species, which spends most of its time in the treetops, for a return to its natural habitat.",2nd prize,Frans Lanting,1994
6,Not Specified,1994 Photo Contest,Nature,"01 January, 1993",F:\Temp\1994\Andrew Testa,"A woman tries to disrupt the Surrey Union hunt by splitting the pack of hounds. Anti-hunting campaigns have been a feature of the English fox-hunting season for many years. Every season has its incidents and accidents, and recently hunts have begun hiring private security firms to confront the saboteurs.",3rd prize,Andrew Testa,1994
7,Not Specified,1994 Photo Contest,General News,"01 January, 1993",F:\Temp\1994\James Nachtwey,"In a village church, a Croatian family give free rein to their grief following the death of a relative who was killed in a battle in the central Bosnia town of Gornji Vakuf.
Despite persistent attempts to create the right conditions for peace in former Yugoslavia, war, death and destruction dominated life in Bosnia-Herzegovina throughout 1993. Time and again cease-fires were agreed, often to be broken in a matter of hours.",2nd prize,James Nachtwey,1994
8,Not Specified,1994 Photo Contest,General News,"01 May, 1993",F:\Temp\1994\Jon Jones,"The tense peace in Mostar was broken when the town became the scene of a bitter battle between Croats and Muslims. Guns in hand, Croat soldiers practiced ethnic cleansing from one house to the next, taking some 1,500 Muslim prisoners. Croatia's attacks on the historic city caused irreparable damage, and the population paid a high price in human suffering.",3rd prize,Jon Jones,1994
9,Not Specified,1994 Photo Contest,General News,"01 November, 1993",F:\Temp\1994\Mike Goldwater,"A girl recovers from a bayonet wound in a hospital where hundreds of Hutus take refuge during the violent aftermath of the army coup. When Burundi's first democratic elections brought Hutu Melchior Ndadaye to power, the future looked hopeful. Ndadaye planned to include both Hutus and Tutsis - the two main tribes with a long history of ethnic conflict - in his government. But on October 21 the coup put an end to his ambitions - and to his life. Excessive violence followed the coup, whose perpetrators escaped to Zaire.",1st prize,Mike Goldwater,1994
10,Not Specified,1994 Photo Contest,Daily Life,"01 January, 1993",F:\Temp\1994\Ernesto Bazan,A young girl plays at being a bride.,2nd prize,Ernesto Bazan,1994
11,Not Specified,1994 Photo Contest,Daily Life,"01 January, 1993",F:\Temp\1994\James Nachtwey,"Untouchables pull a sand-filled boat up the Ganges river to a brick factory in Bihar. Fishermen by tradition, these 'mallahs' are now reduced to towing barges. 

In India the caste system, which has close links with Hindu tradition, has created a very hierarchical society. The system varies per region and affects every aspect of a person's life. On the lowest rung of the social ladder stand the untouchables. Although discrimination is now against the law, the hardest, dirtiest and lowest-paid jobs are reserved for them.",2nd prize,James Nachtwey,1994
12,Not Specified,1994 Photo Contest,Daily Life,"01 January, 1993",F:\Temp\1994\Larry Towell,"Outside their house in Casas Grande, Mexico, Mennonite Herman Fehr, his wife and three daughters are almost blown off their feet by the strong wind. 

Mennonites are a protestant group descended from the 16th-century Anabaptists. They oppose military service, favor plain dress and believe that schooling threatens their way of life. In the 1920s, groups of Mennonites emigrated from Canada to Mexico to escape government interference. In most Mexican colonies jewelry, watches and recorded music are banned, and it is forbidden to drive or own a vehicle. Today some 50,000 Mennonites still live in northern Mexico, but thousands have moved back north because of the harsh conditions.",1st prize,Larry Towell,1994
13,Not Specified,1994 Photo Contest,Daily Life,"01 January, 1993",F:\Temp\1994\Søren Lorenzen,"A girl is given a swirl in the air by her grandfather while her father gazes at the forest. The father, Jan Stavinoga, is mayor of the village of eight modest farms.",3rd prize,Søren Lorenzen,1994
14,Not Specified,1994 Photo Contest,Daily Life,"01 January, 1993",F:\Temp\1994\Matt Black,"In the frigid morning air, 4,070m above sea level, three people meet in the street. The untold riches of the Potosí's silver mines, discovered in the 16th century, caused an unparalleled population explosion. Today, remnants of this opulent colonial past look oddly out of place in the desolation of the Andean mountains.",1st prize,Matt Black,1994
