,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1961 Photo Contest,General News,"01 January, 1960",F:\Temp\1961\Jean Mounicq,"A woman is being rescued from the river Seine, Paris, after she tried to drown herself.",2nd prize,Jean Mounicq,1961
1,Not Specified,1961 Photo Contest,Features,"01 January, 1960",F:\Temp\1961\Peter Sheppard,A bride catches the wind in her veil.,1st prize,Peter Sheppard,1961
2,Not Specified,1961 Photo Contest,Features,Not Specified,F:\Temp\1961\Otto J. Nöcker,Not Specified,2nd prize,Otto J. Nöcker,1961
3,Not Specified,1961 Photo Contest,Features,"01 January, 1960",F:\Temp\1961\Carl O. Löfman,A little boy pees in the street while his mother watches over him.,3rd prize,Carl O. Löfman,1961
4,Not Specified,1961 Photo Contest,General News,"01 January, 1960",F:\Temp\1961\Peter Sheppard,A bride catches the wind in her veil.,1st prize,Peter Sheppard,1961
5,Not Specified,1961 Photo Contest,General News,Not Specified,F:\Temp\1961\Otto J. Nöcker,Not Specified,2nd prize,Otto J. Nöcker,1961
6,Not Specified,1961 Photo Contest,General News,"01 January, 1960",F:\Temp\1961\Carl O. Löfman,A little boy pees in the street while his mother watches over him.,3rd prize,Carl O. Löfman,1961
7,Not Specified,1961 Photo Contest,General News,"01 September, 1960",F:\Temp\1961\André Lefèbvre,"Luba tribesmen have surrounded Congo government troops during a clash near the village of Lukengele, 15 miles outside the city of Bakwanga (now called Mbuji-Mayi) in Kasai province.

In June 1960, Congo gained independence from Belgium. Almost immediately afterwards, a period of violent turmoil, the so-called Congo Crisis, broke out, which did not end until 1966 when Joseph Mobutu seized power. In August 1960, the autonomous Mining State of South Kasai was proclaimed, with its capital at Bakwanga and Luba chief Albert Kalonji as president. Patrice Lumumba, newly elected prime minister of the Congo, launched a bloody campaign to bring the rebellious province under government control, causing the deaths of hundreds of Luba tribesmen.

The photos were made in early September 1960, when André Lefèbvre, together with American journalist Henry N. Taylor and French reporter christian d'Epenox, accompanied Congo government troops on their mission in the Kasai region. Taylor was killed in a clash with Luba tribesmen outside the village of Lukengele, 15 miles outside Bakwanga.",1st prize,André Lefèbvre,1961
8,Not Specified,1961 Photo Contest,News,"12 October, 1960",F:\Temp\1961\Yasushi Nagao,"Tokyo, Japan.

Otoya Yamaguchi, a right-wing student, assassinates Inejiro Asanuma, Socialist Party Chairman, during his speech at the Hibiya Hall in Tokyo.",1st prize,Yasushi Nagao,1961
9,Not Specified,1961 Photo Contest,Photo Stories,"01 January, 1960",F:\Temp\1961\Jean Mounicq,"A woman is being rescued from the river Seine, Paris, after she tried to drown herself.",2nd prize,Jean Mounicq,1961
