,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1983 Photo Contest,General News,"01 July, 1982",F:\Temp\1983\Christopher Steele-Perkins,"Two Palestinians on the 3rd floor of the Gaza Hospital, after their camp in Sabra was bombed in June. The windows of the hospital are sandbagged for protection.",3rd prize,Christopher Steele-Perkins,1983
1,Not Specified,1983 Photo Contest,General News,"13 November, 1982",F:\Temp\1983\Chuck Fishman,"Vietnam veterans gather to attend the dedication of a memorial bearing 57,939 names.",2nd prize,Chuck Fishman,1983
2,Not Specified,1983 Photo Contest,General News,"01 January, 1982",F:\Temp\1983\Randy Eli Grothe,"The Conquest of Guadalupe Peak (2667m). Leader Shorty Powers leads his mountain climbing team through high brush from base camp at the beginning of the climb. The paraplegic team use specially-adapted wheelchairs packed with camping equipment. They climbed for five days to the top of Texas' highest mountain; for an able-bodied person, the climb would take only four hours. A five-man team began the climb but only three reached the top.",3rd prize,Randy Eli Grothe,1983
3,Not Specified,1983 Photo Contest,Humor,"01 August, 1982",F:\Temp\1983\Kent E. Gavin,The christening of Prince William at Buckingham Palace.,2nd prize,Kent E. Gavin,1983
4,Not Specified,1983 Photo Contest,Humor,"01 January, 1982",F:\Temp\1983\Eddie Adams,Embrace.,2nd prize,Eddie Adams,1983
5,Not Specified,1983 Photo Contest,Humor,"14 November, 1982",F:\Temp\1983\A. Wildenberg,Lech Walesa returns to his family after 11 months of internment in south-eastern Poland.,3rd prize,A. Wildenberg,1983
6,Not Specified,1983 Photo Contest,Humor,"01 January, 1982",F:\Temp\1983\David M. Rice-Evans,"July-August, Portsmouth and Southampton. Families and friends on the quayside greet their loved ones returning from the Falklands conflict.",1st prize,David M. Rice-Evans,1983
7,Not Specified,1983 Photo Contest,General News,"01 January, 1982",F:\Temp\1983\Olav Fjeld Hasselknippe,A wounded Palestinian in a hospital remains faithful to Arafat.,2nd prize,Olav Fjeld Hasselknippe,1983
8,Not Specified,1983 Photo Contest,Humor,"01 January, 1982",F:\Temp\1983\Ole Lind,80 & 80 and still young.,1st prize,Ole Lind,1983
9,Not Specified,1983 Photo Contest,General News,"01 January, 1982",F:\Temp\1983\Alain Raffestin,The Iran-Iraq war.,1st prize,Alain Raffestin,1983
10,Not Specified,1983 Photo Contest,Daily Life,"01 January, 1982",F:\Temp\1983\Henning Christoph,Prayer at noon.,2nd prize,Henning Christoph,1983
11,Not Specified,1983 Photo Contest,Daily Life,"01 January, 1982",F:\Temp\1983\Grey Villet,"Within a week of Lon's arrival in the US from Vietnam, she and Gary Price (39), assistant Texas police chief, were married. Shortly before, Price, a Vietnam veteran, was reunited with Lon and their son Gary Lee, whom he had to leave behind in Vietnam in 1971.",2nd prize,Grey Villet,1983
12,Not Specified,1983 Photo Contest,Daily Life,"01 April, 1982",F:\Temp\1983\Neil McGahee,"Charley [75] and Wilhelm [78] Eilers, two brothers who have never married, live on a 125 acre farm. Scorning modern agricultural methods, they continued to work the land in the old way. In 1982 Charley suffered a stroke, was taken to hospital and died. Wilhelm returned to the fields with his horses and tried to do the work alone.",1st prize,Neil McGahee,1983
13,Not Specified,1983 Photo Contest,Daily Life,"17 September, 1982",F:\Temp\1983\Robert Dear,An Israeli soldier on patrol takes up position in front of a poster advertising for the movie 'Endless Love'.,3rd prize,Robert Dear,1983
14,Not Specified,1983 Photo Contest,Daily Life,"01 January, 1982",F:\Temp\1983\Folke Hellberg,At the Cathedral.,1st prize,Folke Hellberg,1983
15,Not Specified,1983 Photo Contest,Arts and Sciences,"01 January, 1982",F:\Temp\1983\Theo Westenberger,"Rock's Van Halen on tour: David Lee Roth (27), lead singer, salutes the crowd of 12,000.",3rd prize,Theo Westenberger,1983
16,Not Specified,1983 Photo Contest,Arts and Sciences,"01 January, 1982",F:\Temp\1983\Enrico Ferorelli,"Some of the treasures of the Vatican are cleaned, restored and packed before they are flown to New York for an exhibition.",2nd prize,Enrico Ferorelli,1983
17,Not Specified,1983 Photo Contest,Arts and Sciences,"01 March, 1982",F:\Temp\1983\Amos Ulrich Schliack,Young cancer patients at the University Hospital.,1st prize,Amos Ulrich Schliack,1983
