,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,1985 Photo Contest,General News,"01 January, 1984",F:\Temp\1985\Dilip Mehta,The body of assassinated Indian Prime Minister Indira Gandhi lies in state in the capital where the cremation ceremony takes place. She was assassinated on 31 October.,3rd prize,Dilip Mehta,1985
1,Not Specified,1985 Photo Contest,Humor,"01 January, 1984",F:\Temp\1985\Theo Westenberger,Students of the School of American Ballet relax at the end of a strenuous day of practice.,1st prize,Theo Westenberger,1985
2,Not Specified,1985 Photo Contest,Humor,"01 November, 1984",F:\Temp\1985\James Nachtwey,A winner of Nicaragua's general elections of 4 November 1984 is thrown in the air by a cheering crowd in Matagalpa. The elections were won by the ruling Sandinista Front (FSLN).,2nd prize,James Nachtwey,1985
3,Not Specified,1985 Photo Contest,Humor,"19 November, 1984",F:\Temp\1985\Ronald G. Bell,"""You!"". Princess Diana meets comedian Rowan Atkinson while greeting the cast of the 'Royal Variety' show backstage.",3rd prize,Ronald G. Bell,1985
4,Not Specified,1985 Photo Contest,Nature,"01 January, 1983",F:\Temp\1985\Steve McCurry,"Women seek shelter as a dust storm sears the arid plains of Rajasthan, India.",1st prize,Steve McCurry,1985
5,Not Specified,1985 Photo Contest,News Feature,"01 January, 1984",F:\Temp\1985\Hans-Olav Forsang,"At the height of the famine in Ethiopia a two-year-old girl weighs in 3,000 grams. At the hospital in Mekele, children were weighed every day to establish whether their bodies would be able to process any food.

Hans-Olav Forsang: 'I was sent to Ethiopia on assignment by my newspaper, Verdens Gang. At the time the world was becoming increasingly aware of the huge scale of the famine. Norway started the biggest aid campaign ever, and my eight-page picture story made a significant contribution. I remember thinking when I took this picture that my own daughter weighed 3,200 grams when she was born!'
(World Press Photo retrospective Children's Jury exhibition, 2003)",1st prize,Hans-Olav Forsang,1985
6,Not Specified,1985 Photo Contest,Nature,"01 September, 1984",F:\Temp\1985\Yuri Kaver,Birch trees in the Orel or Oryol region in Russia.,3rd prize,Yuri Kaver,1985
7,Not Specified,1985 Photo Contest,Nature,"01 January, 1983",F:\Temp\1985\Steve McCurry,"Women seek shelter as a dust storm sears the arid plains of Rajasthan, India. For half the world's people, monsoons remain life's critical uncertainty with their destructive effects as well as blessings.",1st prize,Steve McCurry,1985
8,Not Specified,1985 Photo Contest,Nature,"01 January, 1984",F:\Temp\1985\Dieter Blum,The Niger river is a lifeline of more than 50 million people.,Honorable mention,Dieter Blum,1985
9,Not Specified,1985 Photo Contest,General News,"01 January, 1984",F:\Temp\1985\Sebastião Ribeiro Salgado,The refugee camps of Korem and Bathi in famine stricken Ethiopia.,1st prize,Sebastião Ribeiro Salgado,1985
10,Not Specified,1985 Photo Contest,Nature,"01 January, 1984",F:\Temp\1985\Anatoly Iolis,Dogs chase their prey during a hunting trip.,2nd prize,Anatoly Iolis,1985
