,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,2009 Photo Contest,General News,"10 March, 2008",F:\Temp\2009\Luiz Vasconcelos,"A woman tries to resist police eviction of squatters on private land near the city of Manaus. Eviction notices had been served on families living on the land some days earlier. The squatters, who were protesting against lack of housing in Manaus, were evicted after a clash that lasted two hours.",1st prize,Luiz Vasconcelos,2009
1,Not Specified,2009 Photo Contest,General News,"15 August, 2008",F:\Temp\2009\Lars Lindqvist,"Georgian soldiers travel near the city of Gori, close to the South Ossetian boundary. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
2,Not Specified,2009 Photo Contest,General News,"20 May, 2008",F:\Temp\2009\Zhao Qing,"Survivors of the earthquake make do among the ruins of their home. The earthquake, which measured 7.9 on the Richter scale, had struck eight days earlier, killing nearly 70,000 people and causing widespread destruction of property. Beichuan County was one of the worst hit.",2nd prize,Zhao Qing,2009
3,Not Specified,2009 Photo Contest,General News,"27 May, 2008",F:\Temp\2009\Kevin Frayer,Palestinian protestors take cover behind an olive tree as they get caught in tear gas fired by Israeli troops. Residents of the village began staging weekly demonstrations in May against Israel's extension of a barrier which would cut off part of their farmland.,3rd prize,Kevin Frayer,2009
4,Not Specified,2009 Photo Contest,General News,"03 October, 2008",F:\Temp\2009\Davide Monteleone,"Women bathe on the Black Sea coast. Situated between the Black Sea and the Caucasus mountains, Abkhazia was once popular as a holiday destination for the Soviet elite. In October, people in Abkhazia marked the 15th anniversary of the ejection of Georgian troops from their territory. At the same time they celebrated Russian recognition of their independence, announced in August. This was the first international recognition after Abkhazia's unilateral declaration of independence nearly a decade earlier.",1st prize,Davide Monteleone,2009
5,Not Specified,2009 Photo Contest,General News,"17 May, 2008",F:\Temp\2009\Olivier Laban-Mattei,"A family in the debris of their house near Yangon. Cyclone Nargis hit southern Burma (Myanmar) on May 2, wiping away entire villages and flooding swathes of land, in the country's worst natural disaster in recorded history. Many areas were extremely isolated, reachable only by boat. Local relief efforts were slow in starting, and the Burmese authorities were at first resistant to help from outside.",3rd prize,Olivier Laban-Mattei,2009
6,Not Specified,2009 Photo Contest,People in the News,"01 March, 2008",F:\Temp\2009\Yasuyoshi Chiba,"Maasai warriors clash with members of the Kalenjin tribe using bows and arrows. Old rivalries resurfaced between the tribes in the aftermath of Kenya's disputed general elections, held the previous December. Unlike the rioting in the rest of the country, conflicts were strictly codified according to age-old traditions. Archers fired salvos at each other in daily contests, seldom engaging in close combat.",1st prize,Yasuyoshi Chiba,2009
7,Not Specified,2009 Photo Contest,Nature,"08 May, 2008",F:\Temp\2009\Jeremy Lock,"French soldiers chase after papers scattered by a dust whirlwind that passed through their camp in Djibouti, a country strategically located at the entrance to the Red Sea. French Marines were giving a survival training course to members of the US military in the desert outside the capital city. The US maintains its only African military base in Djibouti, as part of an effort to counter terrorism in the region.",2nd prize,Jeremy Lock,2009
8,Not Specified,2009 Photo Contest,Nature,"28 April, 2008",F:\Temp\2009\Alexey Bushov,"A leopard attacks a springbok. Springbok are among the most prolific antelopes in southern Africa, but it is rare to see leopards hunting during the day. The Etosha National Park, established in 1907, is one of Africa's oldest game reserves.",3rd prize,Alexey Bushov,2009
9,Not Specified,2009 Photo Contest,Nature,"25 May, 2007",F:\Temp\2009\Steve Winter,"A snow leopard walks a high mountain trail in the Hemis National Park, near Ladakh, in the Indian Himalayas. It is photographed using a remotely operated camera trap. Secretive, solitary and well-camouflaged among the snow-covered rocks of their mountainous habitats, snow leopards are among the most elusive creatures on earth. The camera recorded just a single image in five months.",1st prize,Steve Winter,2009
10,Not Specified,2009 Photo Contest,Nature,"11 April, 2008",F:\Temp\2009\Fu Yongjun,A peach tree. The West Lake is one of China's most noted natural resorts and features on the back of the 1 Yuan bill.,2nd prize,Fu Yongjun,2009
11,Not Specified,2009 Photo Contest,Nature,"23 April, 2008",F:\Temp\2009\Hans-Jürgen and Heidi Koch,"The eye of a Nile crocodile. The eye is highly efficient at night; by day the pupil narrows to a slit. As different species have adapted to meet specific needs and inhabit varied environments, the eye has evolved with an extraordinary diversity of specialization.",3rd prize,Hans-Jürgen and Heidi Koch,2009
12,Not Specified,2009 Photo Contest,Daily Life,"10 October, 2008",F:\Temp\2009\Gen Yamaguchi,"Nikki McDonald (9) sits quietly on a swing in the backyard of the family home. She is at the severe end of the autistic spectrum. Janet McDonald is raising nine-year-old triplets on her own, following the death of her husband four years ago. Two of the children are autistic. Autism is one of a group of disorders associated with difficulties in communication and social interaction. The causes are not fully understood.",3rd prize,Gen Yamaguchi,2009
