,Title,Award,Category,Published Date,Stored Path,Description,Prize Level,Photographer,Award Year
0,Not Specified,2003 Photo Contest,General News,"15 November, 2002",F:\Temp\2003\Vladimir Pirogov,"A protestor is carried away by police. The demonstrators were calling for the impeachment of Askar Akaev, president of Kyrgyzstan. They blamed the government for taking no action against officials considered responsible for fatal shootings at an earlier demonstration. The march began at a town 20km from Bishkek, but was halted at the city limits. Police removed demonstrators to buses. They were taken to jail, and sent home a few days later.",2nd prize,Vladimir Pirogov,2003
1,Not Specified,2003 Photo Contest,General News,"15 February, 2002",F:\Temp\2003\Patrick Andrade,"A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",3rd prize,Patrick Andrade,2003
2,Not Specified,2003 Photo Contest,General News,"01 December, 2001",F:\Temp\2003\Jan Dago,"Members of former rival factions, now doing military service together, relax at the Bemguema training camp. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
3,Not Specified,2003 Photo Contest,General News,"01 March, 2002",F:\Temp\2003\Ami Vitale,"An ox walks through the ravaged streets of Ahmedabad in Gujarat, India. In February, the city was the scene of some of the worst communal violence in India for a decade. In retaliation for an earlier Muslim attack on a train carrying mainly Hindu pilgrims, which left 58 dead, people rampaged through city streets setting fire to Muslim homes and businesses. Violence continued into May. Thousands fled their homes, and the official death toll was over 900, though estimates by human rights groups placed the figure much higher.",3rd prize,Ami Vitale,2003
4,Not Specified,2003 Photo Contest,Nature,"01 February, 2002",F:\Temp\2003\Antonin Kratochvil,"A woman sells 'bushmeat' at a logging village on the fringes of the Ndoki national reserve. Animals hunted for bushmeat include antelope, crocodiles, elephant and primates. Over a million tons of wildlife, the equivalent of 4 million cattle, are killed annually in Central Africa alone, seriously depleting stocks of some species. Poorer rural peoples in the Congo Basin have traditionally relied on wildlife for between 60 per cent and 80 per cent of their protein. But in recent years hunting for bushmeat has accelerated beyond sustainable levels, as demand from cities and logging settlements has grown. Illegal commercial hunting has burgeoned, threatening a number of animal populations in the area. Species with slow reproductive patterns, such as gorillas and elephants, are especially threatened as they are often killed before reaching maturity.",1st prize,Antonin Kratochvil,2003
5,Not Specified,2003 Photo Contest,Nature,"01 January, 2001",F:\Temp\2003\Michael 'Nick' Nichols,"A Gelada Baboon, a grass-eating, baboon-sized primate that is the last of its genus, lives only in the Siemen mountains in the Ethiopian highlands. The male gelada has one chance in his lifetime to mate with females. Once he loses his dominant position, he will never get it back. A dominant male must mate with all females in the group to avoid being replaced.",1st prize,Michael 'Nick' Nichols,2003
6,Not Specified,2003 Photo Contest,Nature,"22 August, 2002",F:\Temp\2003\Michael Amendolia,"Kangaroos roam across Oley Station in drought-stricken New South Wales. In times of drought the animals move across the country in large groups, in search of water and food. The quest brings them into towns and on to cattle stations and sheep farms, where well-water is available and where they compete with the livestock for resources. This has led to an increasing demand by property owners for kangaroo populations to be culled. Culling is generally carried out by licensed 'harvesters', but meets opposition from animal rights activists.",3rd prize,Michael Amendolia,2003
7,Not Specified,2003 Photo Contest,Nature,"01 February, 2001",F:\Temp\2003\Jackie Ranken,"A mob of sheep is on the move beside rows of pine trees in the Goulburn area, where sheep and cattle grazing form the primary land use. Australia is a dry continent, in which water is precious and topsoil fragile. Deforestation and land clearance have led to soil erosion and problems with soil salinity. Deforested areas are being replanted with pine, one of the few trees that will grow in these denuded areas. Some environmentalists would prefer the use of native eucalyptus, as they recover better from fire and don't make the soil acidic. But pine trees grow faster, and if planted in rows more than five deep can offer farmers an economic payoff.",2nd prize,Jackie Ranken,2003
8,Not Specified,2003 Photo Contest,Nature,"10 November, 2002",F:\Temp\2003\Nick Moir,Volunteer firefighters of the Rural Fire Service drive through flames to reach threatened properties in the Mittagong area.,3rd prize,Nick Moir,2003
9,Not Specified,2003 Photo Contest,Others,"15 February, 2002",F:\Temp\2003\Patrick Andrade,"A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",Individual awards,Patrick Andrade,2003
10,Not Specified,2003 Photo Contest,Nature,"07 December, 2002",F:\Temp\2003\Carlos Spottorno,"An oil-spill volunteer assists in a clean-up operation. Some weeks earlier, the Bahamas-registered tanker Prestige, carrying 70,000 tons of heavy fuel oil, had begun to break up in bad weather, 250km off the coast. The Prestige was towed out to sea after both Spanish and Portuguese governments refused permission for the ship to enter their ports. At first, oil spillage was minimal, as most compartments remained intact. But six days later the tanker broke in half, its bow and stern sinking within hours of each other and releasing an oil slick nearly 200m wide and 30km long. The slick washed ashore within days, damaging a coast that was not only rich in wildlife, but along which whole communities depended on fishing for their livelihoods. Clean-up work was conducted largely by volunteers. Environmentalists accused the Spanish authorities of a slow response to the disaster.",2nd prize,Carlos Spottorno,2003
11,Not Specified,2003 Photo Contest,General News,"01 May, 2002",F:\Temp\2003\Antonin Kratochvil,"In Burmese prisons inmates sit in leg irons in a labyrinth of wooden cages, forbidden to move from the lotus position. Burma briefly toppled Afghanistan as the globally dominant producer of opium when Afghan production dropped as a result of US military operations against the Taliban in 2001. The international community blamed the Burmese military regime and former rebels supported by the government for the spiraling drug traffic. But in January the authorities announced a crack down, handing out harsh penalties to drug runners.",1st prize,Antonin Kratochvil,2003
12,Not Specified,2003 Photo Contest,People in the News,"02 May, 2002",F:\Temp\2003\Scott Lewis,"Yasser Arafat, Palestinian Authority Chairman, is driven away under security from his compound at the Mukatah. Israeli military forces had held him there under siege since late March. A deal exchanging prisoners for Arafat's freedom had been made between the Palestinian Authority and the Israeli government the night before. The siege marked the start of Operation Defensive Shield, which had the stated aim of putting an end to Palestinian suicide bombing. During the ensuing operation a number of West Bank cities were occupied. Israeli forces again besieged the compound on September 19, and blew up most of the complex, except for Arafat's immediate offices.",1st prize,Scott Lewis,2003
13,Not Specified,2003 Photo Contest,Daily Life,"01 April, 2000",F:\Temp\2003\Brenda Ann Kenneally,"Drew (14) draws on a joint of marijuana, while his mother Tata smokes crack. Since running into trouble over truancy, he feels that he and she are equal fugitives from the law, so no longer finds it necessary to hide his smoking. His mother has a long record of arrests and convictions for drug offences. Drew had to leave the family apartment where his father and four siblings lived because of problems connected with his truancy from school. He spent the next few years of his life moving around the neighborhood, sometimes staying with friends, sometimes with Tata in the rooms where she sold drugs and got high, occasionally in abandoned buildings where he looked after stray dogs. After helping his mother deal in drugs for a while, Drew later branched out on his own.",2nd prize,Brenda Ann Kenneally,2003
14,Not Specified,2003 Photo Contest,Daily Life,"01 January, 2002",F:\Temp\2003\Casper Dalhoff,"Residents of Sølund, a special village in Denmark for people with a mental disability, live in small group homes and come and go freely within the community. Each group has its own management, which is responsible for a budget, hiring staff and coordinating with the rest of the village. Since 1998, Danish legislation has given disabled people rights to the same life-style and services as able-bodied people, and placed the obligation on local authorities to ensure this. The system has to adapt to the individual, rather than the individual being forced to adapt to the system. Sølund residents include people with Alzheimer's as well as those with autism, learning difficulties and psychiatric problems, ranging in ages from 18 to 100. A health-center in the grounds offers full medical services and therapy, and the village employs some 550 people overall for its 220 inhabitants.",1st prize,Casper Dalhoff,2003
15,Not Specified,2003 Photo Contest,Daily Life,"24 January, 2002",F:\Temp\2003\Mona Reeder,"Workers make clay bricks in a wood-burning kiln outside Kabul. After being fired in the kiln, the bricks are sun-dried, then loaded by hand into trucks. Many brick factories had been lying idle because conflict in Afghanistan had ravaged the economy. But as rehabilitation programs fostered rebuilding and the construction of schools, the brickyards began to re-open.",3rd prize,Mona Reeder,2003
16,Not Specified,2003 Photo Contest,Daily Life,"24 April, 2002",F:\Temp\2003\Joachim Ladefoged,"Boys, reflected in the windscreen of a parked car, play in the streets. Once at the crossroads of ancient spice routes, Yemen has for centuries been a meeting-point for Africa, Asia and the Middle East. The country maintains much of its tribal character and many traditional ways. Blood feuds and vendettas between rival family groups still arouse local passions, and a number of foreigners have been kidnapped by groups making demands on the authorities. The Yemeni government has expressed support for the American campaign against terrorism, yet on the streets there have been public protests against such issues as Israel's occupation of the Palestinian territories.",2nd prize,Joachim Ladefoged,2003
