,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/456fa9c1-7014-49bb-9db3-d87cfe89c3b3/1974-Lars-Astrom-GNS3-AC?maxsidesize=1920&resizemode=force,F:\Temp\1974\Lars Aström\1.jpg,Famine.,3rd prize,Lars Aström,1974
1,2,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/53c2cbda-1692-4d10-af6d-4d3b3ed09ac2/1974-Lars-Astrom-GNS3-BC?maxsidesize=1920&resizemode=force,F:\Temp\1974\Lars Aström\2.jpg,Famine.,3rd prize,Lars Aström,1974
2,3,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/2a51b100-3bab-4d42-82d9-0ee51b1dfe3f/1974-Lars-Astrom-GNS3-CC?maxsidesize=1920&resizemode=force,F:\Temp\1974\Lars Aström\3.jpg,Famine.,3rd prize,Lars Aström,1974
3,1,Not Specified,1974 Photo Contest,News Feature,"01 January, 1973",https://www.worldpressphoto.org/getmedia/2486b7b5-877a-4c4f-b4e0-011fb930a551/1974-Sven-Erik-Sjoberg-GN1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1974\Sven-Erik Sjöberg\1.jpg,A woman holds a National Liberation Front (NLF) flag to mark the peace agreement between Vietnam and the US.,1st prize,Sven-Erik Sjöberg,1974
4,1,Not Specified,1974 Photo Contest,Humor,"01 January, 1973",https://www.worldpressphoto.org/getmedia/2d8e18cf-9645-4c25-b76d-953061fba4a4/1974-Steven-J-H-Breukel-HM3?maxsidesize=1920&resizemode=force,F:\Temp\1974\Steven J.H. Breukel\1.jpg,Queen Juliana of the Netherlands celebrates her twenty-five years as monarch.,3rd prize,Steven J.H. Breukel,1974
5,1,Not Specified,1974 Photo Contest,Humor,"01 January, 1973",https://www.worldpressphoto.org/getmedia/88002ac7-b000-41b3-8c6a-5a0613cafb30/1974-Roberto-Peeters-HM2?maxsidesize=1920&resizemode=force,F:\Temp\1974\Roberto Peeters\1.jpg,At the beach.,2nd prize,Roberto Peeters,1974
6,1,Not Specified,1974 Photo Contest,Humor,"17 March, 1973",https://www.worldpressphoto.org/getmedia/a1ccac26-e653-4b6d-bb3a-2deffb4712fe/1974-Sal-Veder-HM1?maxsidesize=1920&resizemode=force,F:\Temp\1974\Sal Veder\1.jpg,"Lt. Col. Robert Stirm, is greeted by his family, returning home after more than five years as a prisoner of war in North Vietnam. Stirm landed on Travis Air Force Base in California after he left Vietnam on an American strategic airlift aircraft nicknamed the Hanoi Taxi.

Robert Stirm was shot down over Hanoi on 27 October 1967 while leading a flight of F-105 on a bombing mission. He was not released until 14 March 1973.",1st prize,Sal Veder,1974
7,1,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/a4158503-285e-4dc3-834f-7cf53128b506/1974-Max-Alpert-GNS2-AF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\1.jpg,"Famous heart surgeon Nikolai Amosov.

Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
8,2,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/3731d841-2cca-4001-9ffd-a6d3eeb84457/1974-Max-Alpert-GNS2-BF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\2.jpg,"A nurse in attendance during a two hour-long operation performed by Dr Nikolai Amosov.

Nikolai Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
9,3,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/ee45d3cb-7b66-4d73-9132-19f3541e4b25/1974-Max-Alpert-GNS2-CF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\3.jpg,"Dr. Nikolai Amosov certifies the death of a patient after two hour-long surgery.

Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
10,4,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/6208a094-02be-412b-ad2f-7da263e491ee/1974-Max-Alpert-GNS2-DF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\4.jpg,"Dr. Nikolai Amosov surveys the reactions of relatives of his patient when they were told the news of the unsuccessful surgery.

Nikolai Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
11,5,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/2a102f64-1533-4a2f-b2b5-e00764052610/1974-Max-Alpert-GNS2-EF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\5.jpg,"Relatives of the patient who died during surgery by the famous surgeon Nikolai Amosov.

Nikolai Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
12,6,Not Specified,1974 Photo Contest,General News,"01 January, 1973",https://www.worldpressphoto.org/getmedia/f0514986-7955-40fc-85b6-285dcfb61a34/1974-Max-Alpert-GNS2-FF?maxsidesize=1920&resizemode=force,F:\Temp\1974\Max Alpert\6.jpg,"Famous surgeon Nikolai Amosov reflects after an unsuccessful operation that lasted two hours.

Nikolai Amosov (1913-2002) was a Soviet Russian and Ukrainian doctor, heart surgeon, inventor and best-selling author.

Max Alpert later recalled that for his photo essay of Amosov, he was primarily interested in the psychology of a man who can save another man's life. Alpert took a long time to prepare, reading Amosov's books and articles, and spending time with him before the shoot, which took place during two operations. Unexpectedly, the first patient died during the operation. Alpert, who tried to be invisible and as unobtrusive as possible, used fifteen rolls of 35 mm film for the whole story, from which RIA Novosti selected 31. Six were submitted to the contest.",2nd prize,Max Alpert,1974
13,1,Not Specified,1974 Photo Contest,News Feature,"01 October, 1973",https://www.worldpressphoto.org/getmedia/de17d229-ff9b-40b5-b9e3-d2e927da7ca6/1974-Eddie-Adams-GN2-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1974\Eddie Adams\1.jpg,An Israeli soldier at the Suez Canal during the Yom Kippur War.,2nd prize,Eddie Adams,1974
