,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1963 Photo Contest,General News,"26 July, 1963",https://www.worldpressphoto.org/getmedia/c67badd5-989b-4679-99d4-847867229900/1963-Jovan-Ritopecki-GNS2-AD?maxsidesize=1920&resizemode=force,F:\Temp\1963\Jovan Ritopecki\1.jpg,"A father grieves over his daughter after an earthquake hit the town of Skopje in Yugoslavia on 26 July 1963, which killed over 1,000 people and destroyed or seriously damaged 80 percent of the city's buildings.",2nd prize,Jovan Ritopecki,1963
1,2,Not Specified,1963 Photo Contest,General News,"01 July, 1963",https://www.worldpressphoto.org/getmedia/112f562a-5c88-4c57-839e-cf488ec90a93/1963-Jovan-Ritopecki-GNS2-BD?maxsidesize=1920&resizemode=force,F:\Temp\1963\Jovan Ritopecki\2.jpg,"Victims of an earthquake which hit the town of Skopje in Yugoslavia on 26 July 1963, killing over 1,000 people and destroying or seriously damaging 80 percent of the city's buildings.",2nd prize,Jovan Ritopecki,1963
2,1,Not Specified,1963 Photo Contest,Most Artistic Press Photo,"05 January, 1963",https://www.worldpressphoto.org/getmedia/32cfb9a5-317f-430e-8d62-0fd2eba0cdd4/1963-Guido-Mangold-OT-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Guido Mangold\1.jpg,"West German Chancellor Konrad Adenauer on his 87th birthday.
Adenauer had been Chancellor since 1949. In October 1963, he would resign from office.",Honorable mention,Guido Mangold,1963
3,1,Not Specified,1963 Photo Contest,Most Artistic Press Photo,"01 January, 1963",https://www.worldpressphoto.org/getmedia/ac67bbb5-1296-4eb3-8124-505b5f2e794c/1963-Jurgen-Heinemann-OT1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Jürgen Heinemann\1.jpg,Brazilian children during a religious ceremony.,1st prize,Jürgen Heinemann,1963
4,1,Not Specified,1963 Photo Contest,General News,"01 November, 1962",https://www.worldpressphoto.org/getmedia/c49fde3a-5e01-412e-b9ed-5a44f7f0b96f/1963-Arild-Kristo-GNS3-AD?maxsidesize=1920&resizemode=force,F:\Temp\1963\Arild Kristo\1.jpg,Manfred Stein (3) playing near the Berlin Wall.,3rd prize,Arild Kristo,1963
5,1,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/4dcb4fa7-ebd7-4c05-98cf-3c4385be3d7a/1963-Eddy-van-der-Veen-GNS1-AE?maxsidesize=1920&resizemode=force,F:\Temp\1963\Eddy Veen\1.jpg,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
6,2,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/2393179a-8284-4d14-946f-d442e10f760a/1963-Eddy-van-der-Veen-GNS1-BE?maxsidesize=1920&resizemode=force,F:\Temp\1963\Eddy Veen\2.jpg,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
7,3,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/1859a960-ca9d-4fdc-b1fc-2a8dab417b95/1963-Eddy-van-der-Veen-GNS1-CE?maxsidesize=1920&resizemode=force,F:\Temp\1963\Eddy Veen\3.jpg,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
8,4,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/b54664a4-737e-442f-bb83-ef3024e49334/1963-Eddy-van-der-Veen-GNS1-DE?maxsidesize=1920&resizemode=force,F:\Temp\1963\Eddy Veen\4.jpg,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
9,5,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/3512f0f8-d6c3-47dd-8694-f160a3d38074/1963-Eddy-van-der-Veen-GNS1-EE?maxsidesize=1920&resizemode=force,F:\Temp\1963\Eddy Veen\5.jpg,"One of the young victims of the drug thalidomide, a sedative prescribed to many women during pregnancy. The side-effects of the drug were inadequately researched; as a consequence, some children were born with severe birth defects such as stunted growth and malformed limbs.
Thalidomide was developed in the 1950s and released into the market in 1957. The drug was primarily prescribed as a sedative or hypnotic. It was also used against nausea and morning sickness in pregnant women. In the late 1950s and early 1960s thousands of children were born with deformities as a consequence of thalidomide use. It is not known exactly how many worldwide victims the drug caused, although estimates ranges from 10,000 to 20,000. The drug was withdrawn from the market in 1961, when the horrible side effects became clear. The thalidomide crisis eventually led to the development of more structured drug regulations.",1st prize,Eddy Veen,1963
10,1,Not Specified,1963 Photo Contest,Features,"01 January, 1963",https://www.worldpressphoto.org/getmedia/6aaf4097-c081-45fe-98f1-00d59fa9be4f/1963-Peter-Thomann-GN1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Peter Thomann\1.jpg,"A mare and foal.

The photographer made the image in May, when the wild horses, living in the grasslands near Dülmen, are being driven together to catch the one-year old stallions, who will be sold at horse markets.",1st prize,Peter Thomann,1963
11,1,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/b2d51ce2-ee3f-4163-8103-1d0669fdcdc0/1963-Maya-Okushko-GN2?maxsidesize=1920&resizemode=force,F:\Temp\1963\Maya Okushko\1.jpg,Bride.,2nd prize,Maya Okushko,1963
12,1,Not Specified,1963 Photo Contest,General News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/67b1269e-c0d9-40e1-b0c9-13d950118e17/1963-Peter-Thomann-GN1?maxsidesize=1920&resizemode=force,F:\Temp\1963\Peter Thomann\1.jpg,"A mare and foal.

The photographer made the image in May, when the wild horses, living in the grasslands near Dülmen, are being driven together to catch the one-year old stallions, who will be sold at horse markets.",1st prize,Peter Thomann,1963
13,1,Not Specified,1963 Photo Contest,Features,"07 August, 1963",https://www.worldpressphoto.org/getmedia/e9a9c088-69ce-419b-aa2e-7043cfe971d3/1963-Frank-Cancellare-GN3-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Frank Cancellare\1.jpg,US President John F. Kennedy and his daughter Caroline on their way to the Otis Air Force Base Hospital to visit the First Lady. Jacqueline Kennedy had given birth to Patrick Bouvier Kennedy five weeks prematurely. He was born by emergency caesarean section but died two days later.,3rd prize,Frank Cancellare,1963
14,1,Not Specified,1963 Photo Contest,Features,"01 January, 1963",https://www.worldpressphoto.org/getmedia/2bdbad62-fe3f-4660-a9a6-d76420adeac1/1963-Maya-Okushko-GN2-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Maya Okushko\1.jpg,Bride.,2nd prize,Maya Okushko,1963
15,1,Not Specified,1963 Photo Contest,News,"10 June, 1963",https://www.worldpressphoto.org/getmedia/900c4cc0-cad6-4c62-9a60-b296d1fc0e3d/1963-Malcolm-W-Browne-SN1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Malcolm W. Browne\1.jpg,"Saigon, Vietnam

Buddhist monk Thich Quang Duc sets himself ablaze to protest the South Vietnamese government’s persecution of Buddhists.

The self-immolation of Thich Quang Duc occurred during the Buddhist crisis in Vietnam, the civilian upheaval against the predominantly Catholic government of President Ngo Dinh Diem, which was supported by the United States. Although the Buddhists constituted a majority of the Vietnamese, Catholics enjoyed special privileges under Diem’s regime. These privileges were resented by the Buddhists, who began establishing religious and secular organizations to create and activate more political and social awareness. The crisis was precipitated by the shootings of nine unarmed civilians on 8 May 1963 in Hue during a demonstration. Following this incident, street demonstrations by Buddhist monks and nuns demanding political reform and religious freedom became frequent and were violently suppressed by the government.",1st prize,Malcolm W. Browne,1963
16,1,Not Specified,1963 Photo Contest,General News,"07 August, 1963",https://www.worldpressphoto.org/getmedia/9341cf8e-8a4f-42a1-a123-621afa4348a3/1963-Frank-Cancellare-GN3?maxsidesize=1920&resizemode=force,F:\Temp\1963\Frank Cancellare\1.jpg,US President John F. Kennedy and his daughter Caroline on their way to the Otis Air Force Base Hospital to visit the First Lady. Jacqueline Kennedy had given birth to Patrick Bouvier Kennedy five weeks prematurely. He was born by emergency caesarean section but died two days later.,3rd prize,Frank Cancellare,1963
17,1,Not Specified,1963 Photo Contest,News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/ac0fab0a-eaae-42ad-836d-039d187365a2/1963-Freddy-Lindstrom-SN2-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Freddy Lindström\1.jpg,"In line with an old tradition, Princess Christina of Sweden is swung by her fellow students, after she graduated from the French School in Stockholm.",2nd prize,Freddy Lindström,1963
18,1,Not Specified,1963 Photo Contest,Public's favorite,"01 May, 1963",https://www.worldpressphoto.org/getmedia/36495b3c-263e-4565-8b6a-e3ac879dcfde/1963-Peter-Thomann-OT-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1963\Peter Thomann\1.jpg,"A mare and foal. 

The photographer made the image in May, when the wild horses, living in the grasslands near Dülmen, are being driven together to catch the one-year old stallions, who will be sold at horse markets.",Individual awards,Peter Thomann,1963
19,1,Not Specified,1963 Photo Contest,Others,"01 January, 1963",https://www.worldpressphoto.org/getmedia/05aae7bb-c7b8-4454-a313-44c8de47d916/1963-Jurgen-Heinemann-OT1?maxsidesize=1920&resizemode=force,F:\Temp\1963\Jürgen Heinemann\1.jpg,Brazilian children during a religious ceremony.,1st prize,Jürgen Heinemann,1963
20,1,Not Specified,1963 Photo Contest,Spot News,"01 January, 1963",https://www.worldpressphoto.org/getmedia/4d318ce2-5cfc-44a1-8224-fad7c0ee1307/1963-Freddy-Lindstrom-SN2?maxsidesize=1920&resizemode=force,F:\Temp\1963\Freddy Lindström\1.jpg,"In line with an old tradition, Princess Christina of Sweden is swung by her fellow students, after she graduated from the French School in Stockholm.",2nd prize,Freddy Lindström,1963
