,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,2006 Photo Contest,Daily Life,"15 February, 2005",https://www.worldpressphoto.org/getmedia/35f840e3-9bb2-410e-8b5c-6e152e592985/2006-Michal-Novotny-DLS3-AL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\1.jpg,"The chief of a lepers' community in eastern Liberia. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
1,2,Not Specified,2006 Photo Contest,Daily Life,"17 February, 2005",https://www.worldpressphoto.org/getmedia/a879d470-c7fc-44c1-834d-24a80eaae511/2006-Michal-Novotny-DLS3-BL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\2.jpg,"Samuea Sahn (25) waits for lessons to begin, while others take a nap at a school for the blind in the capital. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
2,3,Not Specified,2006 Photo Contest,Daily Life,"21 February, 2005",https://www.worldpressphoto.org/getmedia/1f9f5f4a-bf42-42d5-af62-ce2a976bfd45/2006-Michal-Novotny-DLS3-CL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\3.jpg,"Isaac Kolleh (16) eats his food in a window of his room at a school for the blind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
3,4,Not Specified,2006 Photo Contest,Daily Life,"17 February, 2005",https://www.worldpressphoto.org/getmedia/b014cef2-8121-43e5-ab9d-8d75a7b28292/2006-Michal-Novotny-DLS3-DL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\4.jpg,"Instructor B. Varney Brown (38) teaches Thomas Bonwin Pewee (6) how to read braille at a school for the bllind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
4,5,Not Specified,2006 Photo Contest,Daily Life,"18 February, 2005",https://www.worldpressphoto.org/getmedia/4a2418b8-13f9-47f9-874e-6851d79e651d/2006-Michal-Novotny-DLS3-EL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\5.jpg,"A man feels for the door from the courtyard at a school for the blind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
5,6,Not Specified,2006 Photo Contest,Daily Life,"21 February, 2005",https://www.worldpressphoto.org/getmedia/7c6ed287-d718-47ce-aa6a-b0e8d9e04ace/2006-Michal-Novotny-DLS3-FL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\6.jpg,"Kwame Wreh (17) and Nelson (13) walk through a neighborhood near the school for the blind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
6,7,Not Specified,2006 Photo Contest,Daily Life,"21 February, 2005",https://www.worldpressphoto.org/getmedia/bbc99fd5-4041-45da-97e1-7e6bd16efde7/2006-Michal-Novotny-DLS3-GL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\7.jpg,"Kwame Wreh (17) meets his friend who lives near the school for the blind that he attends. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
7,8,Not Specified,2006 Photo Contest,Daily Life,"21 February, 2005",https://www.worldpressphoto.org/getmedia/096c1e13-658e-4316-b31a-b7b4c2ffdaf8/2006-Michal-Novotny-DLS3-HL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\8.jpg,"Junior Lahar (14) writes in Braille in his classroom at a school for the blind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
8,9,Not Specified,2006 Photo Contest,Daily Life,"21 February, 2005",https://www.worldpressphoto.org/getmedia/1a08a8f1-f211-408e-ab11-d72e5bf32b38/2006-Michal-Novotny-DLS3-IL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\9.jpg,"A student in the school for the blind is beaten for a mistake in class by his classmate, under order from the teacher. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
9,10,Not Specified,2006 Photo Contest,Daily Life,"19 February, 2005",https://www.worldpressphoto.org/getmedia/630d359c-4bfc-4a80-880f-187dfe7839ef/2006-Michal-Novotny-DLS3-JL?maxsidesize=1920&resizemode=force,F:\Temp\2006\Michal Novotny\10.jpg,"Isaac Kolleh (16) sleeps in the classroom at a school for the blind. Liberia's long-running civil war and subsequent political turmoil finally gave way to elections and relative stability in 2005. In the aftermath of the conflict, disabled people comprised some 16 percent of the population. There are an estimated 77,000 blind people, many of whom have lost their sight as a consequence of malnutrition, or through conditions that might easily not have led to blindness if tackled in time. Local attitudes are changing from the traditional perception of blindness being seen as the result of sorcery.",3rd prize,Michal Novotny,2006
