,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/3c50a7bf-5842-4221-9ab8-3bd2ceeb2b59/1988-Valery-Hache-NA3?maxsidesize=1920&resizemode=force,F:\Temp\1988\Valery Hache\1.jpg,"A hopeless attempt to scare away a cloud of more than a million starlings. The birds invaded the village every afternoon, until the situation became untenable and they had to be destroyed.",3rd prize,Valery Hache,1988
1,1,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/99ef8dbe-da16-4d92-b40b-5e31639e7b17/1988-Eric-Valli-NAS1-AJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\1.jpg,"Mani Lal (63) is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. Mani Lal is the last of his village to have mastery of the technique.",1st prize,Eric Valli,1988
2,2,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/c9b7186c-4ffb-48a7-acb2-1629913fc59a/1988-Eric-Valli-NAS1-BJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\2.jpg,"Mani Lal (63) descends a 50m-long bamboo ladder, secured only by a cord around his waist, after collecting the wild honey of 'apis dorsata', a giant bee. Mani Lal is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the honey. He is the last of his village to have mastery of the technique.",1st prize,Eric Valli,1988
3,3,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/76646728-f5c5-403b-af06-aa47dc6a460c/1988-Eric-Valli-NAS1-CJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\3.jpg,"Mani Lal (63) collects the wild honey of 'apis dorsata', a giant bee. He is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks of the rock face and falls into a basket.",1st prize,Eric Valli,1988
4,4,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/2b401849-b304-4327-88dc-105b082b4c35/1988-Eric-Valli-NAS1-DJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\4.jpg,"Mani Lal (63) collects the wild honey of 'apis dorsata', a giant bee. He is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks of the rock face and falls into a basket.",1st prize,Eric Valli,1988
5,5,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/5073d520-b5f4-4254-90fb-7e6ac3aa42fc/1988-Eric-Valli-NAS1-EJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\5.jpg,"Mani Lal (63) collects the wild honey of 'apis dorsata', a giant bee. He is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks of the rock face and falls into a basket.",1st prize,Eric Valli,1988
6,6,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/3c9f9536-749e-41b3-91a7-c5c05185a658/1988-Eric-Valli-NAS1-FJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\6.jpg,"At the foot of the cliff from which Mani Lai collects wild honey, villagers hold out pots and pans to catch stray drops. Mani Lal (63) is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks off the rock face and falls into a basket.",1st prize,Eric Valli,1988
7,7,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/9a6a9bbc-06c9-447f-a262-5a331c64dd0b/1988-Eric-Valli-NAS1-GJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\7.jpg,"Mani Lal (63) is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks off the rock face and falls into a basket.",1st prize,Eric Valli,1988
8,8,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/926e94b2-a9ea-4db3-bad2-9e33bde60488/1988-Eric-Valli-NAS1-HJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\8.jpg,"Mani Lal (63) is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect the wild honey of 'apis dorsata', a giant bee. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks off the rock face and falls into a basket.",1st prize,Eric Valli,1988
9,9,Not Specified,1988 Photo Contest,Nature,"01 January, 1987",https://www.worldpressphoto.org/getmedia/8a7135b9-16de-4b74-88fa-042fa6c2fb84/1988-Eric-Valli-NAS1-JJ?maxsidesize=1920&resizemode=force,F:\Temp\1988\Eric Valli\9.jpg,"Mani Lal (63) collects the wild honey of 'apis dorsata', a giant bee. He is the head of a Gurung village in the foothills of the world's highest peaks. As did his father, a shaman priest, he travels to the Himalayan ravines every spring and autumn to collect honey. The last of his village to have mastery of the technique, Mani Lal uses a 50m-long bamboo ladder, secured only by a cord around his waist. Aided by an experienced team he maneuvers the 2.75m hive until it breaks of the rock face and falls into a basket.",1st prize,Eric Valli,1988
