,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1968 Photo Contest,News,"01 February, 1968",https://www.worldpressphoto.org/getmedia/43842023-f91b-4a71-8f7d-968f0249a5f5/1968-Eddie-Adams-SN1-(1)?maxsidesize=1920&resizemode=force,F:\Temp\1968\Eddie Adams\1.jpg,"Saigon, Vietnam.

South Vietnam National Police Chief Nguyen Ngoc Loan executes suspected Viet Cong member Nguyen Van Lem, on the second day of the Tet Offensive during the Vietnam War.

On 31 January 1968, the North Vietnamese Army and the Viet Cong launched a large-scale offensive attacking most major cities in South Vietnam simultaneously. The attacks came as a complete surprise for both the South Vietnamese Army and the American Army, as the Vietnamese Lunar New Year holiday of Tet had just begun, and a ceasefire had been announced for the duration of the holiday. Within a day, the streets of Saigon, a presumed safe hold, had turned into a battlefield. It would take the South Vietnamese Army and the American forces two weeks to regain control of the city.",1st prize,Eddie Adams,1968
1,1,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/c4892efa-74d5-4de6-b6c4-023c6ae1fbfa/1968-Gerard-Klijn-GNS2-AH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\1.jpg,"Volunteers enlist to fight for the self-proclaimed Republic of Biafra, against troops of the Nigerian Federal Military Government.",2nd prize,Gérard Klijn,1968
2,2,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/4edb9bdf-4fc2-475e-9b02-20c7d04b224b/1968-Gerard-Klijn-GNS2-BH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\2.jpg,"Volunteers enlist to fight for the self-proclaimed Republic of Biafra, against troops of the Nigerian Federal Military Government.",2nd prize,Gérard Klijn,1968
3,3,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/3856821b-049b-4d5b-b129-e65cebfa0449/1968-Gerard-Klijn-GNS2-CH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\3.jpg,"Volunteer soldiers fighting a civil war for the independence of the self-proclaimed Republic of Biafra, carry wounded comrades away from the front.",2nd prize,Gérard Klijn,1968
4,4,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/d2490020-afbe-4a5c-a6f4-8f5980272035/1968-Gerard-Klijn-GNS2-DH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\4.jpg,"Soldiers fighting for the independence of the eastern state of Biafra make noise with pots and pans, to mislead the troops of the Nigerian Federal Military Government, giving them the impression that they have more fighters and ammunition than they actually have.",2nd prize,Gérard Klijn,1968
5,5,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/e47e9f5b-1d3e-4a13-8d53-48f926e7ea60/1968-Gerard-Klijn-GNS2-EH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\5.jpg,"A fatally wounded Ibo soldier is carried away by his comrades of the volunteer army, fighting for the independence of their self-proclaimed Republic of Biafra, against troops of the Nigerian Federal Military Government.",2nd prize,Gérard Klijn,1968
6,6,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/8d8e8d3a-41bc-48db-804c-66324b90b6f7/1968-Gerard-Klijn-GNS2-FH?maxsidesize=1920&resizemode=force,F:\Temp\1968\Gérard Klijn\6.jpg,"A dead Ibo soldier is carried away by his comrades of the volunteer army, fighting for the independence of the self-proclaimed Republic of Biafra, against troops of the Nigerian Federal Military Government.",2nd prize,Gérard Klijn,1968
7,1,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/2561641b-99b6-4235-a202-d5fb58695ec8/1968-Igor-Utkin-GNS1-AC?maxsidesize=1920&resizemode=force,F:\Temp\1968\Igor Utkin\1.jpg,Volleyball.,1st prize,Igor Utkin,1968
8,2,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/243fbe41-2578-44c1-8146-81c3e6d4931c/1968-Igor-Utkin-GNS1-BC?maxsidesize=1920&resizemode=force,F:\Temp\1968\Igor Utkin\2.jpg,Volleyball.,1st prize,Igor Utkin,1968
9,3,Not Specified,1968 Photo Contest,General News,"01 January, 1968",https://www.worldpressphoto.org/getmedia/fd7fc24c-1cf9-4df8-8351-898f7ebb624d/1968-Igor-Utkin-GNS1-CC?maxsidesize=1920&resizemode=force,F:\Temp\1968\Igor Utkin\3.jpg,Volleyball.,1st prize,Igor Utkin,1968
10,1,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/fd7ee48f-2be9-4e52-88a1-6f6983b18659/1968-Hilmar-Pabel-GNS1-AI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\1.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
11,2,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/92d9b597-1b52-448e-90eb-631494e9af1d/1968-Hilmar-Pabel-GNS1-BI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\2.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
12,3,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/41928b00-4e70-4cf4-964d-c31fe52cb89f/1968-Hilmar-Pabel-GNS1-CI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\3.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
13,4,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/75c68879-f87d-4d06-b1dd-f7e515bdc2dc/1968-Hilmar-Pabel-GNS1-DI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\4.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
14,5,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/6b81d34e-c632-4d86-ad31-d63a004d80e2/1968-Hilmar-Pabel-GNS1-EI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\5.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
15,6,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/75705d5e-e062-4ee6-a225-270de7009f02/1968-Hilmar-Pabel-GNS1-FI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\6.jpg,"Troops of the Warsaw Pact enter Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
16,7,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/bd97a36f-acdf-4443-a5b4-5e31c39b2149/1968-Hilmar-Pabel-GNS1-GI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\7.jpg,"Woman with a photograph of Alexander Dubcek and Ludvik Svoboda, after troops of the Warsaw Pact have entered Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
17,8,Not Specified,1968 Photo Contest,General News,"21 August, 1968",https://www.worldpressphoto.org/getmedia/5ebc1da3-2550-41df-b11a-ec766138ecd3/1968-Hilmar-Pabel-GNS1-HI?maxsidesize=1920&resizemode=force,F:\Temp\1968\Hilmar Pabel\8.jpg,"A silent protest on the day that troops of the Warsaw Pact have entered Prague to put an end to the Prague Spring.

The Soviet Union feared that Prime Minister Alexander Dubcek's democratic reforms threatened the balance of power in Eastern Europe. Dozens of people were killed and several Czechoslovakian leaders were arrested.",1st prize,Hilmar Pabel,1968
