,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1978 Photo Contest,General News,"19 August, 1977",https://www.worldpressphoto.org/getmedia/f5028114-45d4-4a8e-9251-77d06cda2cd3/1978-John-Downing-GNS3-AE?maxsidesize=1920&resizemode=force,F:\Temp\1978\John Downing\1.jpg,"A memorial service in Christ Church, Cockfosters (North London) for Elvis Presley, who died on 16 August 1977.",3rd prize,John Downing,1978
1,2,Not Specified,1978 Photo Contest,General News,"19 August, 1977",https://www.worldpressphoto.org/getmedia/0194972d-5714-468d-9459-68cb77ec18af/1978-John-Downing-GNS3-BE?maxsidesize=1920&resizemode=force,F:\Temp\1978\John Downing\2.jpg,"A memorial service in Christ Church, Cockfosters (North London) for Elvis Presley, who died on 16 August 1977.",3rd prize,John Downing,1978
2,3,Not Specified,1978 Photo Contest,General News,"19 August, 1977",https://www.worldpressphoto.org/getmedia/7d961ee8-efe3-441c-a593-9a13c14ddc68/1978-John-Downing-GNS3-CE?maxsidesize=1920&resizemode=force,F:\Temp\1978\John Downing\3.jpg,"A memorial service in Christ Church, Cockfosters (North London) for Elvis Presley, who died on 16 August 1977.",3rd prize,John Downing,1978
3,4,Not Specified,1978 Photo Contest,General News,"19 August, 1977",https://www.worldpressphoto.org/getmedia/74abf9d7-56b1-4a37-aca4-9b2bc4255b21/1978-John-Downing-GNS3-DE?maxsidesize=1920&resizemode=force,F:\Temp\1978\John Downing\4.jpg,"A memorial service in Christ Church, Cockfosters (North London) for Elvis Presley, who died on 16 August 1977.",3rd prize,John Downing,1978
4,5,Not Specified,1978 Photo Contest,General News,"19 August, 1977",https://www.worldpressphoto.org/getmedia/756ec8cd-af3d-4ece-a52a-a9cb22cd522b/1978-John-Downing-GNS3-EE?maxsidesize=1920&resizemode=force,F:\Temp\1978\John Downing\5.jpg,"A memorial service in Christ Church, Cockfosters (North London) for Elvis Presley, who died on 16 August 1977.",3rd prize,John Downing,1978
5,1,Not Specified,1978 Photo Contest,Humor,"01 January, 1977",https://www.worldpressphoto.org/getmedia/91870266-7f2a-4bec-a8e6-21fd020510de/1978-Hans-Rauchensteiner-HM1?maxsidesize=1920&resizemode=force,F:\Temp\1978\Hans Rauchensteiner\1.jpg,Embracing kangaroos.,1st prize,Hans Rauchensteiner,1978
6,1,Not Specified,1978 Photo Contest,Humor,"01 January, 1977",https://www.worldpressphoto.org/getmedia/d03bf274-202d-4bff-94cd-255d152b7967/1978-Kent-E-Gavin-HM2?maxsidesize=1920&resizemode=force,F:\Temp\1978\Kent E. Gavin\1.jpg,A monk and a dog.,2nd prize,Kent E. Gavin,1978
7,1,Not Specified,1978 Photo Contest,Humor,"01 January, 1977",https://www.worldpressphoto.org/getmedia/b8ac81ac-dfe7-4a55-a25d-2bfaf8ef1efe/1978-Werner-Rzehaczek-HM3?maxsidesize=1920&resizemode=force,F:\Temp\1978\Werner Rzehaczek\1.jpg,A lion tamer and a lion.,3rd prize,Werner Rzehaczek,1978
8,1,Not Specified,1978 Photo Contest,Nature,"01 January, 1977",https://www.worldpressphoto.org/getmedia/e1540e29-a9d1-498c-af09-5ea517cac83a/1978-Valery-Koreshkov-NAS2-AD?maxsidesize=1920&resizemode=force,F:\Temp\1978\Valery Koreshkov\1.jpg,A polar bear in the Moscow Zoo.,2nd prize,Valery Koreshkov,1978
9,2,Not Specified,1978 Photo Contest,Nature,"01 January, 1977",https://www.worldpressphoto.org/getmedia/2ad98efd-4116-4c2c-86f1-c537075b2ca0/1978-Valery-Koreshkov-NAS2-BD?maxsidesize=1920&resizemode=force,F:\Temp\1978\Valery Koreshkov\2.jpg,A polar bear in the Moscow Zoo.,2nd prize,Valery Koreshkov,1978
