,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/db7cb2f5-362c-40f0-9dfe-8eafe88866c1/1994-Keith-Bernstein-GN3?maxsidesize=1920&resizemode=force,F:\Temp\1994\Keith Bernstein\1.jpg,"A mother sits by her child who has just died of malnutrition. A long march had brought them to this abandoned school, one of the few buildings in the area left undamaged by the civil war. Aid agencies were using the school as an emergency feeding center.",3rd prize,Keith Bernstein,1994
1,1,Not Specified,1994 Photo Contest,General News,"01 March, 1993",https://www.worldpressphoto.org/getmedia/c83e5da4-69cf-4049-bf1c-c61cee0d9b21/1994-Larry-Towell-GNS1-AL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\1.jpg,"Gaza City, Gaza Strip.

Palestinian boys raise toy guns in a gesture of defiance.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
2,2,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/d2d10c58-e8e4-4f7a-a4a9-3185bd71ff59/1994-Larry-Towell-GNS1-BL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\2.jpg,"Adolescents and young men on Palestine Square in Gaza City flee Israeli live ammunition during a month in which the Israeli forces applied a policy of shoot to kill. The stone in the hand of the fleeing young man represents a resistence symbol of the Palestinian intifada.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
3,3,Not Specified,1994 Photo Contest,General News,"12 May, 1993",https://www.worldpressphoto.org/getmedia/2e7e4ca8-21e8-4062-afec-5de5138e5ba4/1994-Larry-Towell-GNS1-CL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\3.jpg,"On 11 May 1993, the Israeli radio released the names of six Palestinian armed activists killed by Israeli soldiers on the Egyptian border. The following day the Gaza Strip was aflame with burning tires as a public protest.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
4,4,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/0fe63db0-373c-4b22-8686-3b945262ddf7/1994-Larry-Towell-GNS1-DL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\4.jpg,"A Palestinian family cleans up the debris after their house has been demolished by the Israeli army, Khan Younis, Gaza.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
5,5,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/7b8ec2ce-3679-4228-9801-d839423698c8/1994-Larry-Towell-GNS1-EL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\5.jpg,"A Palestinian woman breaks a stone into pieces to throw at Israeli soldiers down the street after Friday prayer, Palestine Square, Gaza City.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
6,6,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/64025433-a75d-44ef-8656-2041462a6cdb/1994-Larry-Towell-GNS1-FL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\6.jpg,"The father of Allah Abu Hindi (12) grieves at the concrete grave of his son in the Nasr Quarter of Gaza City, killed by an Israeli sniper during a stone throwing clash.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
7,7,Not Specified,1994 Photo Contest,General News,"01 January, 1993",https://www.worldpressphoto.org/getmedia/d2f57354-90ac-404a-8f43-172c1a5dd305/1994-Larry-Towell-GNS1-GL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\7.jpg,"A Palestinian woman brings a rabbit home for dinner in the Shati refugee camp in Gaza.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
8,8,Not Specified,1994 Photo Contest,General News,"14 September, 1993",https://www.worldpressphoto.org/getmedia/e3da2d6e-9fc6-49b1-b9ae-6be3223fa793/1994-Larry-Towell-GNS1-HL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\8.jpg,"Two Palestinians with the Palestinian flag on the day after the peace treaty was signed between Israel and the PLO.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
9,9,Not Specified,1994 Photo Contest,General News,"01 September, 1993",https://www.worldpressphoto.org/getmedia/9f47c4d4-d058-4082-b7d2-384e6f8f8895/1994-Larry-Towell-GNS1-IL?maxsidesize=1920&resizemode=force,F:\Temp\1994\Larry Towell\9.jpg,"Israeli settlers march through the Arab quarter in East Jerusalem, which has been under Israeli occupation since the Six Day War of 1967. They were protesting the September 1993 signing of the Israeli-Palestinian peace accords.

The First Intifada, the first Palestinian uprising against Israel, started in December 1987 and strengthened the Arab population in their determination to fight the occupying Israeli force. In March 1993, Israel closed its border with Gaza, causing a massive rise in unemployment. With more than 800,000 people contained in the Israeli-patrolled, 8 km wide strip of land, bloodshed increased sharply. The violence reached a peak in May, when 30 Palestinians were killed and hundreds injured. The peace agreement signed in Washington D.C. on 13 September 1993 promised limited authority for the Gaza Strip and a withdrawal of the Israeli army.",1st prize,Larry Towell,1994
