,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1984 Photo Contest,Humor,"11 May, 1983",https://www.worldpressphoto.org/getmedia/19584575-a300-4c52-9118-d61f9780a519/1984-Torbjorn-Andersson-HM1?maxsidesize=1920&resizemode=force,F:\Temp\1984\Torbjörn Andersson\1.jpg,The wedding of Danish billionaire Simon Spies (60) and his bride Janni (20).,1st prize,Torbjörn Andersson,1984
1,1,Not Specified,1984 Photo Contest,Humor,"01 February, 1983",https://www.worldpressphoto.org/getmedia/c821f338-d511-4d7b-b3a4-8f65aff26b8a/1984-Donald-Rypka-HM2?maxsidesize=1920&resizemode=force,F:\Temp\1984\Donald Rypka\1.jpg,Queen Elizabeth makes US President Reagan roar with laughter as she claims responsibility for the English-style weather she brought with her on her visit.,2nd prize,Donald Rypka,1984
2,1,Not Specified,1984 Photo Contest,Humor,"01 January, 1983",https://www.worldpressphoto.org/getmedia/bbd6a5c2-1c70-4c2a-96b2-f2de9a385a59/1984-Gary-Friedman-HM?maxsidesize=1920&resizemode=force,F:\Temp\1984\Gary Friedman\1.jpg,Flooded road.,Honorable mention,Gary Friedman,1984
3,1,Not Specified,1984 Photo Contest,Humor,"17 May, 1983",https://www.worldpressphoto.org/getmedia/bd849211-b86d-427b-a56f-ea907b9dfd6d/1984-Roger-Turesson-HMS-HM-AD?maxsidesize=1920&resizemode=force,F:\Temp\1984\Roger Turesson\1.jpg,"Living far from Stockholm, Vilhelmina Eriksson (83) waits in front of her farmhouse to wave for the first time in her life to her monarch as he visits her district.",Honorable mention,Roger Turesson,1984
4,2,Not Specified,1984 Photo Contest,Humor,"17 May, 1983",https://www.worldpressphoto.org/getmedia/510140e4-0f13-4b4c-a470-791dd8f8cf31/1984-Roger-Turesson-HMS-HM-BD?maxsidesize=1920&resizemode=force,F:\Temp\1984\Roger Turesson\2.jpg,"Living far from Stockholm, Vilhelmina Eriksson (83) waves, for the first time in her life, to her monarch as he visits her district.",Honorable mention,Roger Turesson,1984
5,3,Not Specified,1984 Photo Contest,Humor,"17 May, 1983",https://www.worldpressphoto.org/getmedia/6795eb6d-e273-4e49-b03a-a3b20f5ff497/1984-Roger-Turesson-HMS-HM-CD?maxsidesize=1920&resizemode=force,F:\Temp\1984\Roger Turesson\3.jpg,"Living far from Stockholm, Vilhelmina Eriksson (83) waves, for the first time in her life, to her monarch as he visits her district.",Honorable mention,Roger Turesson,1984
6,4,Not Specified,1984 Photo Contest,Humor,"17 May, 1983",https://www.worldpressphoto.org/getmedia/5121f72a-671a-4e92-94f6-28f85fdc31a9/1984-Roger-Turesson-HMS-HM-DD?maxsidesize=1920&resizemode=force,F:\Temp\1984\Roger Turesson\4.jpg,"Vilhelmina Eriksson (83) walks back home after having waved to the king. Living far from Stockholm, Eriksson wanted to wave for the first time in her life to her monarch as he visited her district.",Honorable mention,Roger Turesson,1984
7,1,Not Specified,1984 Photo Contest,Nature,"01 January, 1983",https://www.worldpressphoto.org/getmedia/f31eb133-2a78-433a-8035-7efb902038a3/1984-Barromes-Pytkowitcz-NAS2-AH?maxsidesize=1920&resizemode=force,F:\Temp\1984\Barromes Pytkowitcz\1.jpg,The miracle of an egg.,2nd prize,Barromes Pytkowitcz,1984
8,2,Not Specified,1984 Photo Contest,Nature,"01 January, 1983",https://www.worldpressphoto.org/getmedia/ecd8ffb5-daec-49b2-8ec0-212cfbc54240/1984-Barromes-Pytkowitcz-NAS2-BH?maxsidesize=1920&resizemode=force,F:\Temp\1984\Barromes Pytkowitcz\2.jpg,The miracle of an egg.,2nd prize,Barromes Pytkowitcz,1984
9,3,Not Specified,1984 Photo Contest,Nature,"01 January, 1983",https://www.worldpressphoto.org/getmedia/7f2dd9c2-2d47-43e1-87ba-097a1f4ce8b0/1984-Barromes-Pytkowitcz-NAS2-CH?maxsidesize=1920&resizemode=force,F:\Temp\1984\Barromes Pytkowitcz\3.jpg,The miracle of an egg.,2nd prize,Barromes Pytkowitcz,1984
