,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,2003 Photo Contest,General News,"15 November, 2002",https://www.worldpressphoto.org/getmedia/b65260c5-bc9f-4261-b4d5-f745a711999d/2003-Vladimir-Pirogov-GN2?maxsidesize=1920&resizemode=force,F:\Temp\2003\Vladimir Pirogov\1.jpg,"A protestor is carried away by police. The demonstrators were calling for the impeachment of Askar Akaev, president of Kyrgyzstan. They blamed the government for taking no action against officials considered responsible for fatal shootings at an earlier demonstration. The march began at a town 20km from Bishkek, but was halted at the city limits. Police removed demonstrators to buses. They were taken to jail, and sent home a few days later.",2nd prize,Vladimir Pirogov,2003
1,1,Not Specified,2003 Photo Contest,General News,"15 February, 2002",https://www.worldpressphoto.org/getmedia/cf2ceca5-8b53-4d0e-a6d5-39408f885f12/2003-Patrick-Andrade-GN3?maxsidesize=1920&resizemode=force,F:\Temp\2003\Patrick Andrade\1.jpg,"A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",3rd prize,Patrick Andrade,2003
2,1,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/de0f4298-391a-43f2-ba70-0d393a51c2e0/2003-Jan-Dago-GNS1-AH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\1.jpg,"Members of former rival factions, now doing military service together, relax at the Bemguema training camp. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
3,2,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/6adaaeed-20b5-4e38-b821-a0a0d9621ca4/2003-Jan-Dago-GNS1-BH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\2.jpg,"Rebels line up to surrender their weapons. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
4,3,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/ee8c76a2-330f-4bba-8cf7-c9efb0a24c0f/2003-Jan-Dago-GNS1-CH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\3.jpg,"Only boys and men are allowed to work in the mines, usually for very low wages. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
5,4,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/1bf920d3-6300-45e2-8b13-c73ebba362a4/2003-Jan-Dago-GNS1-DH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\4.jpg,"A boy sifts for diamonds. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
6,5,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/73ee332d-e0b9-44b1-ba53-a01ae3f679db/2003-Jan-Dago-GNS1-EH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\5.jpg,"The war ended with a peaceful democratic election. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
7,6,Not Specified,2003 Photo Contest,General News,"01 May, 2002",https://www.worldpressphoto.org/getmedia/426157cb-eef0-459b-821b-b4a094017d94/2003-Jan-Dago-GNS1-FH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\6.jpg,"Refugees returning from Guinea come to the end of a 12-hour journey. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
8,7,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/ea8fffaf-a58a-4312-92dd-99a0c15f06f9/2003-Jan-Dago-GNS1-GH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\7.jpg,"The small town of Kailahun was the last to disarm. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
9,8,Not Specified,2003 Photo Contest,General News,"01 December, 2001",https://www.worldpressphoto.org/getmedia/2e885827-988f-42cb-bd4a-35c54d3984c8/2003-Jan-Dago-GNS1-HH?maxsidesize=1920&resizemode=force,F:\Temp\2003\Jan Dago\8.jpg,"A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",1st prize,Jan Dago,2003
10,1,Not Specified,2003 Photo Contest,General News,"01 March, 2002",https://www.worldpressphoto.org/getmedia/d4b3e298-d3df-4655-a994-9847f2028fbe/2003-Ami-Vitale-GNS3-AL?maxsidesize=1920&resizemode=force,F:\Temp\2003\Ami Vitale\1.jpg,"An ox walks through the ravaged streets of Ahmedabad in Gujarat, India. In February, the city was the scene of some of the worst communal violence in India for a decade. In retaliation for an earlier Muslim attack on a train carrying mainly Hindu pilgrims, which left 58 dead, people rampaged through city streets setting fire to Muslim homes and businesses. Violence continued into May. Thousands fled their homes, and the official death toll was over 900, though estimates by human rights groups placed the figure much higher.",3rd prize,Ami Vitale,2003
