,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/e258fe2b-7725-4e8a-b9f8-beadfea82cc0/2016-Sebastian-Liste-DLS3-AH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\1.jpg,"Complexo do Alemão, viewed from Papo Reto headquarters.",3rd prize,Sebastián Liste,2016
1,2,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"07 February, 2015",https://www.worldpressphoto.org/getmedia/61a8d296-0384-41d1-a422-0c6e9ee682e7/2016-Sebastian-Liste-DLS3-BH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\2.jpg,Members of the Papo Reto collective at their headquarters in Complexo do Alemão.,3rd prize,Sebastián Liste,2016
2,3,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"07 February, 2015",https://www.worldpressphoto.org/getmedia/03195d1e-1802-4899-9cb5-573e3598331f/2016-Sebastian-Liste-DLS3-CH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\3.jpg,Various electronic devices used by Papo Reto.,3rd prize,Sebastián Liste,2016
3,4,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/92d0369f-1647-4605-bfac-343ae8452ec5/2016-Sebastian-Liste-DLS3-DH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\4.jpg,Members of the Papo Reto collective at their headquarters.,3rd prize,Sebastián Liste,2016
4,5,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/6c285090-e474-41df-8c45-3c5d8ce16d37/2016-Sebastian-Liste-DLS3-EH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\5.jpg,"Papo Reto is alerted via WhatsApp to the police shooting of a mototaxi driver, Diego da Costa Algavez. Immediately, they share the information over various social media, in order to alert the local population that streets in the area might be dangerous. Then they change course and head to the scene of the shooting.",3rd prize,Sebastián Liste,2016
5,6,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/6ce1d83a-316a-4a1d-8c60-e8820ce04bac/2016-Sebastian-Liste-DLS3-FH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\6.jpg,"Raul, from Papo Reto, photographs the scene where mototaxi driver Diego da Costa Algavez (22) was shot by police, in Vila Cruzeiro favela.",3rd prize,Sebastián Liste,2016
6,7,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/36cdcc72-7ede-4771-864f-7ffb01cbb95a/2016-Sebastian-Liste-DLS3-GH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\7.jpg,Papo Reto members photograph a Special Police Forces armored car patrolling the streets following the shooting of mototaxi driver Diego da Costa Algavez.,3rd prize,Sebastián Liste,2016
7,8,Citizen Journalism in Brazil’s Favelas,2016 Photo Contest,Daily Life,"08 February, 2015",https://www.worldpressphoto.org/getmedia/54db9055-3841-4275-afdf-535610abd354/2016-Sebastian-Liste-DLS3-HH?maxsidesize=1920&resizemode=force,F:\Temp\2016\Sebastián Liste\8.jpg,"Police patrol the streets alert to possible confrontation, after Diego da Costa Algavez had been shot.",3rd prize,Sebastián Liste,2016
8,1,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"20 September, 2013",https://www.worldpressphoto.org/getmedia/af4d8ca0-1b05-4682-8200-dfd94c7ad8c4/2016-David-Guttenfelder-LTP3-AAAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\1.jpg,"A soldier carries stones at a building project at the Masik Pass, in the south of the country.",3rd prize,David Guttenfelder,2016
9,2,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"12 April, 2011",https://www.worldpressphoto.org/getmedia/674a0218-17f5-49b7-8147-5e24ee61818d/2016-David-Guttenfelder-LTP3-AAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\2.jpg,Dusk falls over central Pyongyang.,3rd prize,David Guttenfelder,2016
10,3,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"24 April, 2013",https://www.worldpressphoto.org/getmedia/18e982af-0a6b-42f8-ba5d-81da600c6021/2016-David-Guttenfelder-LTP3-ABAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\3.jpg,"A man checks his bicycle beside a propaganda billboard, at Kaesong, north of the demilitarized zone.",3rd prize,David Guttenfelder,2016
11,4,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"04 April, 2012",https://www.worldpressphoto.org/getmedia/6f7bd3d6-8639-4953-8715-a0cc198e30b4/2016-David-Guttenfelder-LTP3-ACAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\4.jpg,"A soldier working as a guide walks through a forest said to have been the campsite where the Great Leader spent the night while leading a battle against the Japanese, at the foot of Mount Paektu. The mountain has a mythological status in both Korea and China, as it is seen has the ancestral home of the Koreans and the Manchus. It is also celebrated as the birthplace of Kim Jong-il.",3rd prize,David Guttenfelder,2016
12,5,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"15 March, 2013",https://www.worldpressphoto.org/getmedia/6a43448c-6eee-45fa-b8af-bdbb6143622d/2016-David-Guttenfelder-LTP3-ADAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\5.jpg,"Illuminated portraits of North Korea's late leaders, Kim Il-sung and Kim Jong-il, glow amid the darkened buildings of central Pyongyang before dawn.",3rd prize,David Guttenfelder,2016
13,6,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"26 February, 2008",https://www.worldpressphoto.org/getmedia/133cb937-e1a9-4dad-bb1b-0a74b802fda7/2016-David-Guttenfelder-LTP3-BAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\6.jpg,A traffic policeman stands at the center of an intersection in the North Korean capital.,3rd prize,David Guttenfelder,2016
14,7,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"25 February, 2008",https://www.worldpressphoto.org/getmedia/3768ec29-d759-4217-b08b-d2e1883916d6/2016-David-Guttenfelder-LTP3-CAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\7.jpg,The curtain rises on a group of singers about to entertain visiting VIPs at the Mansudae Art Theater.,3rd prize,David Guttenfelder,2016
15,8,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"14 April, 2012",https://www.worldpressphoto.org/getmedia/b67aada8-52a5-4007-a523-09479aedb6ce/2016-David-Guttenfelder-LTP3-DAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\8.jpg,"Officials look up at members of the military, seated in a Pyongyang stadium during a mass meeting called by the Central Committee of North Korea’s ruling party.",3rd prize,David Guttenfelder,2016
16,9,North Korea: Life in the Cult of Kim,2016 Photo Contest,Long-Term Projects,"19 September, 2008",https://www.worldpressphoto.org/getmedia/cc33b994-ebda-414d-8724-caacd89ebc7a/2016-David-Guttenfelder-LTP3-EAD?maxsidesize=1920&resizemode=force,F:\Temp\2016\David Guttenfelder\9.jpg,"Thousands of people turn colored placards to depict a saluting child, during mass games at a stadium in Pyongyang.",3rd prize,David Guttenfelder,2016
