,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,2017 Photo Contest,Long-Term Projects,"06 March, 2016",https://www.worldpressphoto.org/getmedia/c19a9150-99c1-4bd6-aefd-d57703dad4a7/2017-Markus-Jokela-LTP3-AAAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\1.jpg,Matt Kuhlman's backyard.,3rd prize,Markus Jokela,2017
1,2,"Table Rock, Nebraska",2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/4be2fc07-d832-467e-8bda-def5fb6cc0a5/2017-Markus-Jokela-LTP3-AAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\2.jpg,Libby Kalina collects her mail in the morning.,3rd prize,Markus Jokela,2017
2,3,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/0a1cb61e-72b9-4688-af7e-1b870e8cb54f/2017-Markus-Jokela-LTP3-ABAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\3.jpg,"Angie Beethe is comforted after having had an accident in her father’s car. She was on her way to her school’s 1992 homecoming game, where she was to be a cheerleader.",3rd prize,Markus Jokela,2017
3,4,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/4a5bb60e-81c7-47af-970c-97c4c890ca23/2017-Markus-Jokela-LTP3-ACAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\4.jpg,Cheerleaders Melissa Bernadt and Jennifer Burnedt prepare for the evening’s homecoming game.,3rd prize,Markus Jokela,2017
4,5,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/2ff8de93-aa5d-4ed0-aa57-925129acd36b/2017-Markus-Jokela-LTP3-ADAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\5.jpg,Cheerleaders at Table Rock School’s 1992 homecoming game.,3rd prize,Markus Jokela,2017
5,6,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/6d4840dd-b1b2-470e-bd55-c6ed4cd2261b/2017-Markus-Jokela-LTP3-BAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\6.jpg,Matt Schaardt takes the school bus from his home farm to Table Rock School. The school closed in 2016.,3rd prize,Markus Jokela,2017
6,7,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/56d8c5ac-26fc-4417-877a-43900f07ded9/2017-Markus-Jokela-LTP3-CAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\7.jpg,Jill Speers and Jimmy Dogan show a snail Jill found to the driver of the school bus.,3rd prize,Markus Jokela,2017
7,8,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/2e84f9a9-0b89-4522-ba1e-3af54ff96869/2017-Markus-Jokela-LTP3-DAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\8.jpg,Libby and Arnold Kalina watch as the Speers family’s house is moved to a new location.,3rd prize,Markus Jokela,2017
8,9,Not Specified,2017 Photo Contest,Long-Term Projects,"01 September, 1992",https://www.worldpressphoto.org/getmedia/f9ce9477-c4f3-4a2a-8b1a-a18ade4ddc01/2017-Markus-Jokela-LTP3-EAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\9.jpg,"Mary Lou Waters, Myron Kent and Sheriff Schulze outside the Table Rock Tavern. The tavern has now closed.",3rd prize,Markus Jokela,2017
9,10,Not Specified,2017 Photo Contest,Long-Term Projects,"06 January, 2009",https://www.worldpressphoto.org/getmedia/37db1e2c-9578-47b6-824f-adf2ddebd557/2017-Markus-Jokela-LTP3-FAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Markus Jokela\10.jpg,"Randy Freeman’s dog, Puppy, lost a paw after running into a combine harvester.",3rd prize,Markus Jokela,2017
10,1,Taking A Stand In Baton Rouge,2017 Photo Contest,Contemporary Issues,"09 July, 2016",https://www.worldpressphoto.org/getmedia/c7a845b7-74c0-466a-84a3-000e6ef0eaa5/2017-Jonathan-Bachman-CI1?maxsidesize=1920&resizemode=force,F:\Temp\2017\Jonathan Bachman\1.jpg,"Ieisha Evans (27) stands her ground at a rally against police violence against black men, outside the Baton Rouge Police Department in Louisiana, USA, on 9 July. Evans had travelled to Baton Rouge to protest the death of Alton Sterling, who was shot at close range while being held to the ground by two white police officers on 5 July. The fatal shooting of Sterling came at a time of heightened tension in the US over the deaths of black men at the hands of the police. Data collected by The Counted, an initiative set up by The Guardian to record such fatalities, found that in 2016, black males aged 15-34 were nine times more likely than other Americans to be killed by law enforcement officers. Evans was arrested at the protest, but released later that evening.",1st prize,Jonathan Bachman,2017
11,1,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"21 April, 2013",https://www.worldpressphoto.org/getmedia/b3dcea88-f796-4d47-9ce5-6b0faad19c3f/2017-Hossein-Fatemi-LTP2-AAAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\1.jpg,Two young couples sit in a tent smoking shisha.,2nd prize,Hossein Fatemi,2017
12,2,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"03 May, 2013",https://www.worldpressphoto.org/getmedia/88b52227-a59e-4e16-946a-8d51e8f21cca/2017-Hossein-Fatemi-LTP2-AAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\2.jpg,"Women on Bam-e Tehran, the ‘Roof of Tehran’, look out over the capital. One wears a dressing following plastic surgery. Iran has one of the highest rates of nose surgery in the world.",2nd prize,Hossein Fatemi,2017
13,3,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"03 August, 2013",https://www.worldpressphoto.org/getmedia/a08ae42f-fd2a-472f-a508-039094d1a1e0/2017-Hossein-Fatemi-LTP2-ABAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\3.jpg,"A young man practices parkour, a sport that uses the urban landscape as an obstacle course.",2nd prize,Hossein Fatemi,2017
14,4,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"20 August, 2016",https://www.worldpressphoto.org/getmedia/74035919-226c-49d8-8422-eb17745b0607/2017-Hossein-Fatemi-LTP2-ACAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\4.jpg,"Tara and Soroush, two Iranian students, hold hands on their wedding day in downtown Chicago, USA, while a taxi driver prays on the sidewalk.",2nd prize,Hossein Fatemi,2017
15,5,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"03 September, 2012",https://www.worldpressphoto.org/getmedia/d0ec238c-d7dd-47b8-8556-7555bf518b09/2017-Hossein-Fatemi-LTP2-ADAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\5.jpg,"A mural depicting the Ayatollah Khomeini, the figurehead of Iran’s Islamic Revolution.",2nd prize,Hossein Fatemi,2017
16,6,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"07 May, 2013",https://www.worldpressphoto.org/getmedia/e293f31a-2051-4f31-9c25-f1bc84032813/2017-Hossein-Fatemi-LTP2-BAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\6.jpg,Women smoke shisha in a café in Tehran.,2nd prize,Hossein Fatemi,2017
17,7,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"09 April, 2012",https://www.worldpressphoto.org/getmedia/ad496538-655e-4817-8d7f-77f7dcafdcad/2017-Hossein-Fatemi-LTP2-CAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\7.jpg,Women are made up in a beauty salon.,2nd prize,Hossein Fatemi,2017
18,8,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"02 July, 2013",https://www.worldpressphoto.org/getmedia/20e0a4e3-05b1-41e4-a18f-697a32994efa/2017-Hossein-Fatemi-LTP2-DAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\8.jpg,A woman bathes in the Persian Gulf with her son.,2nd prize,Hossein Fatemi,2017
19,9,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"12 February, 2009",https://www.worldpressphoto.org/getmedia/a4f813ae-7c4b-450c-9fd0-21d2ea24cee6/2017-Hossein-Fatemi-LTP2-EAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\9.jpg,"Women wearing chadors cross the Varzaneh Bridge in the province of Isfahan. In this region, white is traditionally worn to ward off evil.",2nd prize,Hossein Fatemi,2017
20,10,An Iranian Journey,2017 Photo Contest,Long-Term Projects,"23 December, 2010",https://www.worldpressphoto.org/getmedia/5b1fa5da-ae89-4cf2-892b-2ad06691dd39/2017-Hossein-Fatemi-LTP2-FAD?maxsidesize=1920&resizemode=force,F:\Temp\2017\Hossein Fatemi\10.jpg,A sex worker lies on her bed.,2nd prize,Hossein Fatemi,2017
21,1,We Are Not Taking Any Prisoners,2017 Photo Contest,General News,"26 November, 2016",https://www.worldpressphoto.org/getmedia/1e47cc1b-5a32-45fc-b843-40df22474a77/2017-Alessio-Romenzi-GNS3-AJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\1.jpg,Fighters affiliated to the Libyan government take aim at IS positions in the Al Jiza neighborhood of Sirte.,3rd prize,Alessio Romenzi,2017
22,2,Not Specified,2017 Photo Contest,General News,"05 December, 2016",https://www.worldpressphoto.org/getmedia/b2ae7489-b591-4b85-8b19-b71a29810080/2017-Alessio-Romenzi-GNS3-BJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\2.jpg,An IS militant is captured by GNA-affiliated fighters. He was later found dead.,3rd prize,Alessio Romenzi,2017
23,3,Not Specified,2017 Photo Contest,General News,"15 August, 2016",https://www.worldpressphoto.org/getmedia/eb23cdfb-ec2d-4a0a-940e-5b8fb8ad5b1c/2017-Alessio-Romenzi-GNS3-CJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\3.jpg,"GNA-affiliated fighters walk through a room in the Ouagadougou congress complex in Sirte, on 15 August. The complex became an impromptu IS fortress during the conflict.",3rd prize,Alessio Romenzi,2017
24,4,Not Specified,2017 Photo Contest,General News,"25 November, 2016",https://www.worldpressphoto.org/getmedia/163d4d13-92b8-4855-9462-c5d6f351fe0c/2017-Alessio-Romenzi-GNS3-DJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\4.jpg,GNA-affiliated fighters take aim at IS positions in the Al Jiza neighborhood of Sirte.,3rd prize,Alessio Romenzi,2017
25,5,Not Specified,2017 Photo Contest,General News,"16 August, 2016",https://www.worldpressphoto.org/getmedia/d2fbba4a-3c3f-4923-86ee-c8ce4f2ce15f/2017-Alessio-Romenzi-GNS3-EJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\5.jpg,"An IS militant lies dead, after being shot by fighters sympathetic to the Libyan government.",3rd prize,Alessio Romenzi,2017
26,6,Not Specified,2017 Photo Contest,General News,"01 December, 2016",https://www.worldpressphoto.org/getmedia/292cede0-e800-4e7f-8144-cd13dcd199af/2017-Alessio-Romenzi-GNS3-FJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\6.jpg,"A woman and child, allegedly family of IS members, seen after GNA-affiliated fighters had evacuated them from the conflict area in Sirte’s Al Jiza neighborhood.",3rd prize,Alessio Romenzi,2017
27,7,Not Specified,2017 Photo Contest,General News,"16 August, 2016",https://www.worldpressphoto.org/getmedia/eb7c0d1a-add3-49c5-bb5e-ca6b257144fb/2017-Alessio-Romenzi-GNS3-GJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\7.jpg,"A lightly wounded GNA-affiliated fighter walks past vehicles burning in the aftermath of an IS car bomb, which killed three people and injured 15.",3rd prize,Alessio Romenzi,2017
28,8,Not Specified,2017 Photo Contest,General News,"14 August, 2016",https://www.worldpressphoto.org/getmedia/094b4f97-834a-4438-933d-1e50e4983c66/2017-Alessio-Romenzi-GNS3-HJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\8.jpg,A GNA-affiliated fighter carries a comrade who was seriously injured just seconds before by a booby trap placed by the IS.,3rd prize,Alessio Romenzi,2017
29,9,Not Specified,2017 Photo Contest,General News,"01 December, 2016",https://www.worldpressphoto.org/getmedia/ce4abd79-5e05-4bb7-a4ec-1fbfbae3b12e/2017-Alessio-Romenzi-GNS3-IJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\9.jpg,"Buildings damaged by shelling and airstrikes, in Sirte.",3rd prize,Alessio Romenzi,2017
30,10,Not Specified,2017 Photo Contest,General News,"26 November, 2016",https://www.worldpressphoto.org/getmedia/94f0c60e-48a5-43a4-8784-7ccf4b10b4a9/2017-Alessio-Romenzi-GNS3-JJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Alessio Romenzi\10.jpg,A GNA-affiliated fighter rests during the battle for Sirte’s Al Jiza neighborhood.,3rd prize,Alessio Romenzi,2017
31,1,Iraq's Battle to Reclaim Its Cities,2017 Photo Contest,General News,"12 November, 2016",https://www.worldpressphoto.org/getmedia/a1ebfdae-9246-451c-8498-439357826cac/2017-Sergey-Ponomarev-GNS2-AI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\1.jpg,"A family flees Mosul, as oil fields burn in Qayyarah, 60 kilometers south of the city.",2nd prize,Sergey Ponomarev,2017
32,2,Not Specified,2017 Photo Contest,General News,"23 November, 2016",https://www.worldpressphoto.org/getmedia/d2c0ac56-0328-49ba-a26d-fc050f43e62b/2017-Sergey-Ponomarev-GNS2-BI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\2.jpg,"A boy holds on to the body of his father, killed by IS fighters, as they arrive at a field hospital in Mosul.",2nd prize,Sergey Ponomarev,2017
33,3,Not Specified,2017 Photo Contest,General News,"16 November, 2016",https://www.worldpressphoto.org/getmedia/65714a09-c161-4665-a3bd-474268cad0d2/2017-Sergey-Ponomarev-GNS2-CI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\3.jpg,"Residents of Mosul, bearing a white flag, carry their belongings and flees the city amidst fighting between IS and Iraqi government forces.",2nd prize,Sergey Ponomarev,2017
34,4,Not Specified,2017 Photo Contest,General News,"14 November, 2016",https://www.worldpressphoto.org/getmedia/ee0ea3d8-6bdf-4523-96b6-396e4c76e954/2017-Sergey-Ponomarev-GNS2-DI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\4.jpg,"Bread is distributed to displaced people, at Khazer camp, outside Mosul.",2nd prize,Sergey Ponomarev,2017
35,5,Not Specified,2017 Photo Contest,General News,"01 December, 2016",https://www.worldpressphoto.org/getmedia/7d57d78f-335a-4f4d-925d-a53dc2c06fe8/2017-Sergey-Ponomarev-GNS2-EI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\5.jpg,"A biblical mural, defaced by IS, in Bartella, a town with a large Christian population, 23 kilometers east of Mosul. When IS seized the town in 2014, they had given Christians who wished to stay the choice of converting to Islam, or paying a special tax.",2nd prize,Sergey Ponomarev,2017
36,6,Not Specified,2017 Photo Contest,General News,"28 November, 2016",https://www.worldpressphoto.org/getmedia/8d973720-2844-40c9-a848-0377dd5493fd/2017-Sergey-Ponomarev-GNS2-FI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\6.jpg,"Kurdish fighters replace the cross on dome of the Church of the Immaculate Conception in Qaraqosh, after the city had been retaken from IS in November.",2nd prize,Sergey Ponomarev,2017
37,7,Not Specified,2017 Photo Contest,General News,"16 November, 2016",https://www.worldpressphoto.org/getmedia/681355de-cafe-40ad-a504-5685a30105a8/2017-Sergey-Ponomarev-GNS2-GI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\7.jpg,Residents of Mosul flee the city.,2nd prize,Sergey Ponomarev,2017
38,8,Not Specified,2017 Photo Contest,General News,"23 November, 2016",https://www.worldpressphoto.org/getmedia/4726863f-53d8-4412-ab3c-ddd836c4bea4/2017-Sergey-Ponomarev-GNS2-HI?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\8.jpg,A relative of one-year-old Amira Omar weeps as he holds her body in a field hospital near Mosul.,2nd prize,Sergey Ponomarev,2017
39,9,Not Specified,2017 Photo Contest,General News,"12 November, 2016",https://www.worldpressphoto.org/getmedia/02cc3085-1fbb-4a6e-9121-08ad81284932/2017-Sergey-Ponomarev-GNS2-II?maxsidesize=1920&resizemode=force,F:\Temp\2017\Sergey Ponomarev\9.jpg,"A partially decomposed body with its feet bound together at a mass grave discovered in the old spa resort of Hamam al-Alil, south of Mosul. The grave was the largest of a number found as Iraqi forces recaptured territory from IS. Many of the graves contained the bodies of recently executed local men who had served with the security forces.",2nd prize,Sergey Ponomarev,2017
40,1,They Are Slaughtering Us like Animals,2017 Photo Contest,General News,"09 October, 2016",https://www.worldpressphoto.org/getmedia/438886e3-ded5-4b93-814d-36574a075bb7/2017-Daniel-Berehulak-GNS1-AJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Daniel Berehulak\1.jpg,"Jimji Bolasa (6) cries before funeral parlor workers remove the body of her father, Jimboy, who was found dead after being abducted by unidentified men. Bolasa and a neighbor were abducted, and their bodies discovered under a bridge around an hour later, with gunshot wounds and showing signs of torture. Police allege the men were drug dealers, while neighbors say Bolasa had already given himself in.",1st prize,Daniel Berehulak,2017
41,2,Not Specified,2017 Photo Contest,General News,"11 October, 2016",https://www.worldpressphoto.org/getmedia/27a2260f-8018-4789-b5bc-66f68df245a4/2017-Daniel-Berehulak-GNS1-BJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Daniel Berehulak\2.jpg,Investigators examine the scene after Romeo Joel Torres Fontanilla was killed by unknown gunmen riding motorcycles.,1st prize,Daniel Berehulak,2017
42,3,Not Specified,2017 Photo Contest,General News,"03 October, 2016",https://www.worldpressphoto.org/getmedia/a61db536-75f3-4b03-b9bf-a172e0d5e982/2017-Daniel-Berehulak-GNS1-CJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Daniel Berehulak\3.jpg,Crime-scene investigators gather evidence after Frederick Mafe and Arjay Lumbago were gunned down by unidentified motorcyclists in Manila.,1st prize,Daniel Berehulak,2017
43,4,Not Specified,2017 Photo Contest,General News,"02 October, 2016",https://www.worldpressphoto.org/getmedia/c65491cf-c044-47f9-9697-97482b91fcec/2017-Daniel-Berehulak-GNS1-DJ?maxsidesize=1920&resizemode=force,F:\Temp\2017\Daniel Berehulak\4.jpg,"Crime-scene investigators conduct an investigation into the death of Michael Araja, an alleged drug user, who was gunned down in front of a local convenience kiosk while buying cigarettes for his wife.",1st prize,Daniel Berehulak,2017
