,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Japan After the Wave,2013 Photo Contest,General News,"02 March, 2012",https://www.worldpressphoto.org/getmedia/3d8bc64a-6b68-46a4-ace0-d2f3ca042a62/2013-Daniel-Berehulak-GNS3-AL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\1.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
1,2,Japan After the Wave,2013 Photo Contest,General News,"02 March, 2012",https://www.worldpressphoto.org/getmedia/cf596c02-2540-4a08-b6fd-366ed4cb4fa7/2013-Daniel-Berehulak-GNS3-BL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\2.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
2,3,Japan After the Wave,2013 Photo Contest,General News,"10 March, 2012",https://www.worldpressphoto.org/getmedia/56345a31-d406-4003-a428-ce4b495eec1b/2013-Daniel-Berehulak-GNS3-CL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\3.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
3,4,Japan After the Wave,2013 Photo Contest,General News,"11 March, 2012",https://www.worldpressphoto.org/getmedia/65620f65-6131-4f84-8e17-ec2a2fac8522/2013-Daniel-Berehulak-GNS3-DL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\4.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
4,5,Japan After the Wave,2013 Photo Contest,General News,"04 March, 2012",https://www.worldpressphoto.org/getmedia/42d73a35-d003-4496-a99c-1dba6346cb1b/2013-Daniel-Berehulak-GNS3-EL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\5.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
5,6,Japan After the Wave,2013 Photo Contest,General News,"05 March, 2012",https://www.worldpressphoto.org/getmedia/b7e47b34-3773-41b7-9edb-cc8c4e2104f3/2013-Daniel-Berehulak-GNS3-FL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\6.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
6,7,Japan After the Wave,2013 Photo Contest,General News,"08 March, 2012",https://www.worldpressphoto.org/getmedia/29a97529-a69c-419c-b6d2-ac608bb38680/2013-Daniel-Berehulak-GNS3-GL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\7.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
7,8,Japan After the Wave,2013 Photo Contest,General News,"08 March, 2012",https://www.worldpressphoto.org/getmedia/b0507a9e-2d2b-4aaf-ba89-cd7e45f02658/2013-Daniel-Berehulak-GNS3-HL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\8.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
8,9,Japan After the Wave,2013 Photo Contest,General News,"06 March, 2012",https://www.worldpressphoto.org/getmedia/92900204-63ba-4df2-8cf6-326e63b3ae88/2013-Daniel-Berehulak-GNS3-IL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\9.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
9,10,Japan After the Wave,2013 Photo Contest,General News,"11 March, 2012",https://www.worldpressphoto.org/getmedia/6104b7b3-62b2-4fe5-9b71-16ff2025e479/2013-Daniel-Berehulak-GNS3-JL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Daniel Berehulak\10.jpg,"A year after the March 2011 earthquake and subsequent tsunami that devastated large areas of northeastern Japan, thousands of people remained without homes, and the Japanese government was still struggling to dispose of rubble and help rebuild livelihoods.",3rd prize,Daniel Berehulak,2013
10,1,The Crescent,2013 Photo Contest,General News,"30 August, 2012",https://www.worldpressphoto.org/getmedia/e2542f19-e8e1-46c2-9dc6-a001549e0307/2013-Paolo-Pellegrin-GNS2-AL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Paolo Pellegrin\1.jpg,"The group of deprived neighborhoods known as the ‘Crescent’, around the northern edge of downtown Rochester, New York State, USA, is renowned for its high crime and murder rates.",2nd prize,Paolo Pellegrin,2013
11,2,The Crescent,2013 Photo Contest,General News,"25 April, 2012",https://www.worldpressphoto.org/getmedia/c28420eb-59b5-4d9c-baaa-0cd2b208960f/2013-Paolo-Pellegrin-GNS2-BL?maxsidesize=1920&resizemode=force,F:\Temp\2013\Paolo Pellegrin\2.jpg,A former US Marine Corps member with his weapon.,2nd prize,Paolo Pellegrin,2013
