,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1993 Photo Contest,General News,"01 May, 1992",https://www.worldpressphoto.org/getmedia/091b51ad-bc23-42af-b364-81bb0339aa5d/1993-James-Nachtwey-GN2?maxsidesize=1920&resizemode=force,F:\Temp\1993\James Nachtwey\1.jpg,"Steven Digwamaje (13), is hit in the back by a blast of bird shot. The accident happened when police intervened in a protest by Soweto's Dobsonville residents against people living in local hostels. An officer of South Africa's Internal Stability Unit stands guard until the ambulance arrives. The boy lost the use of one arm. Although apartheid has been officially abolished, violent clashes between different population groups continued to be part of the political pattern in South Africa.",2nd prize,James Nachtwey,1993
1,1,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/14dfaf88-5790-4c68-a914-28287e66acab/1993-Marcos-Prado-NAS2-AL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\1.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
2,2,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/4a929410-329b-4ac5-8177-ba43d5a68f94/1993-Marcos-Prado-NAS2-BL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\2.jpg,"Childhood ends around the age of seven, when boys learn how to chop down trees. More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
3,3,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/c0447a07-8d4e-4e42-8a73-1b489cad3ef2/1993-Marcos-Prado-NAS2-CL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\3.jpg,"Even before the age of seven, children help their fathers maintaining and repairing the ovens, made as fragile as glass by the intense heat. More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
4,4,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/37a944a1-7a06-4a73-9929-bf61b5ed2f68/1993-Marcos-Prado-NAS2-DL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\4.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
5,5,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/5187a0db-9e27-4c4a-a0e9-0990d156564b/1993-Marcos-Prado-NAS2-EL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\5.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
6,6,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/dad54ae0-1945-4e53-810c-10c219ff1014/1993-Marcos-Prado-NAS2-FL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\6.jpg,"Bags of charcoal are loaded for transportation to the steel mills. More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
7,7,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/773283e0-12eb-415f-bb0e-9b06e1f145f1/1993-Marcos-Prado-NAS2-GL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\7.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
8,8,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/5f148239-b4c2-46a4-87dd-43f4a8aa4a0c/1993-Marcos-Prado-NAS2-HL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\8.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
9,9,Not Specified,1993 Photo Contest,Nature,"01 January, 1992",https://www.worldpressphoto.org/getmedia/a9425fad-da59-44d9-8ab6-1e83aab3b510/1993-Marcos-Prado-NAS2-IL?maxsidesize=1920&resizemode=force,F:\Temp\1993\Marcos Prado\9.jpg,"More than 25,000 people earn a meager living producing charcoal. They cut down trees and bushes, which are turned into charcoal by burning them in clay ovens for three days. This charcoal is then transported to more than 100 steel mills, where it is used as fuel to produce crude iron. Federal reforestation laws are largely ignored. Brazil is one of the world's largest producers of charcoal, almost three-quarters of which comes from an area of virgin savannah twice as large as France, Italy and England put together. The charcoal workers live in poorly equipped campgrounds. The hard work, bad conditions and inhalation of toxic gases add up to an average life expectancy of only 55 years. In the ovens, in an airless atmosphere with temperatures between 500 and 600 degrees centigrade, four cubic meters of wood produce one cubic meter of charcoal. Each worker is responsible for 12 ovens.",2nd prize,Marcos Prado,1993
