,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,2009 Photo Contest,General News,"10 March, 2008",https://www.worldpressphoto.org/getmedia/498ed7f3-8911-4619-9d8e-8756389d1f2f/2009-Luiz-Vasconcelos-GN1?maxsidesize=1920&resizemode=force,F:\Temp\2009\Luiz Vasconcelos\1.jpg,"A woman tries to resist police eviction of squatters on private land near the city of Manaus. Eviction notices had been served on families living on the land some days earlier. The squatters, who were protesting against lack of housing in Manaus, were evicted after a clash that lasted two hours.",1st prize,Luiz Vasconcelos,2009
1,1,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/534f8fb6-c9db-4ac7-88fb-c8b1038c6cb4/2009-Lars-Lindqvist-GNS2-AJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\1.jpg,"Georgian soldiers travel near the city of Gori, close to the South Ossetian boundary. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
2,2,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/15f78049-8a99-4e78-a373-dfbdf4e1449c/2009-Lars-Lindqvist-GNS2-BJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\2.jpg,"Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France, which held the rotating European Union presidency at the time.",2nd prize,Lars Lindqvist,2009
3,3,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/221d303f-750a-4866-825c-dbf0f922201f/2009-Lars-Lindqvist-GNS2-CJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\3.jpg,"Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France, which held the rotating European Union presidency at the time.",2nd prize,Lars Lindqvist,2009
4,4,Not Specified,2009 Photo Contest,General News,"08 August, 2008",https://www.worldpressphoto.org/getmedia/1e8835f8-8065-4d96-9720-3b248891a2c6/2009-Lars-Lindqvist-GNS2-DJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\4.jpg,"People displaced from Gori gather outside the parliament building in the capital. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
5,5,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/422dc8ae-187e-437c-891f-bf1759ac1d96/2009-Lars-Lindqvist-GNS2-EJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\5.jpg,"A sick man lies in bed, unable to flee the conflict overtaking his village. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
6,6,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/7c86c839-8965-4626-a7c3-a054bea5a7ff/2009-Lars-Lindqvist-GNS2-FJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\6.jpg,"The blood of a casualty lies in a pool on the street, after a Russian air attack. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
7,7,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/a35a8c73-7b10-4f69-a36a-a265bf37f686/2009-Lars-Lindqvist-GNS2-GJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\7.jpg,"Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France, which held the rotating European Union presidency at the time.",2nd prize,Lars Lindqvist,2009
8,8,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/fe44d735-2908-4c04-ad01-71aee7dad869/2009-Lars-Lindqvist-GNS2-HJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\8.jpg,"Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France, which held the rotating European Union presidency at the time.",2nd prize,Lars Lindqvist,2009
9,9,Not Specified,2009 Photo Contest,General News,"15 August, 2008",https://www.worldpressphoto.org/getmedia/e0c5a5ce-f303-433b-bf9e-3f85039c2b76/2009-Lars-Lindqvist-GNS2-IJ?maxsidesize=1920&resizemode=force,F:\Temp\2009\Lars Lindqvist\9.jpg,"A man follows the news in a hospital waiting-room in the capital. Following the escalation in fighting between Georgian forces and separatist militia in the breakaway region of South Ossetia in August, Russian troops intervened and for a while occupied parts of Georgia outside of South Ossetia. They later pulled back under a ceasefire brokered by President Nicolas Sarkozy of France.",2nd prize,Lars Lindqvist,2009
