,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,"Fennec Fox, A Species in Danger",2014 Photo Contest,Nature,"22 April, 2013",https://www.worldpressphoto.org/getmedia/8d307e70-04e7-4b17-ac86-e98ac412d01f/2014-Bruno-D-Amicis-NA1?maxsidesize=1920&resizemode=force,F:\Temp\2014\Bruno D'Amicis\1.jpg,An adult fennec fox crouches in a village sheep pen.,1st prize,Bruno D'Amicis,2014
1,1,Typhoon Haiyan,2014 Photo Contest,General News,"17 November, 2013",https://www.worldpressphoto.org/getmedia/d24b8e19-d23e-4315-bc50-656c7a95ded6/2014-Chris-McGrath-GNS1-AL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\1.jpg,"Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people.",1st prize,Chris McGrath,2014
2,2,Typhoon Haiyan,2014 Photo Contest,General News,"14 November, 2013",https://www.worldpressphoto.org/getmedia/25fcc422-044d-44df-9a50-35acc4e5aca3/2014-Chris-McGrath-GNS1-BL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\2.jpg,"A homemade casket lies beside the road, as curfew time approaches.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
3,3,Typhoon Haiyan,2014 Photo Contest,General News,"14 November, 2013",https://www.worldpressphoto.org/getmedia/0224cfc8-5cbe-4057-876e-7f22587f01cd/2014-Chris-McGrath-GNS1-CL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\3.jpg,"People wait for flights out of Tacloban Airport, in the early hours of the morning of 15 November.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
4,4,Typhoon Haiyan,2014 Photo Contest,General News,"15 November, 2013",https://www.worldpressphoto.org/getmedia/3a65a5ce-b234-4c13-bb92-cd98d06777f4/2014-Chris-McGrath-GNS1-DL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\4.jpg,"A body is washed up on shore, near the city of Tacloban, on Leyte.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
5,5,Typhoon Haiyan,2014 Photo Contest,General News,"15 November, 2013",https://www.worldpressphoto.org/getmedia/e6a534a1-fc8d-4b28-93bb-5341fd89507f/2014-Chris-McGrath-GNS1-EL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\5.jpg,"A house in a rural village lies in ruins.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
6,6,Typhoon Haiyan,2014 Photo Contest,General News,"19 November, 2013",https://www.worldpressphoto.org/getmedia/c7052f37-6c40-49f9-9b93-cc1b52779e11/2014-Chris-McGrath-GNS1-FL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\6.jpg,"A woman eats dinner in a damaged building in Tanauan, on Leyte.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
7,7,Typhoon Haiyan,2014 Photo Contest,General News,"18 November, 2013",https://www.worldpressphoto.org/getmedia/88e23d45-a2ef-4b71-ba12-a44e6d522763/2014-Chris-McGrath-GNS1-GL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\7.jpg,"People wait in line to receive aid and food distributed from a community center in the city of Tacloban.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
8,8,Typhoon Haiyan,2014 Photo Contest,General News,"20 November, 2013",https://www.worldpressphoto.org/getmedia/c8ee7078-66a9-4655-a7ee-cd049f168e30/2014-Chris-McGrath-GNS1-HL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\8.jpg,"Bodies lie beside the road before being placed in mass graves, on the outskirts of Tacloban, on 20 November, as health concerns in areas stricken by Typhoon Haiyan grew.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
9,9,Typhoon Haiyan,2014 Photo Contest,General News,"14 November, 2013",https://www.worldpressphoto.org/getmedia/94c8e776-2fb6-44c0-8cc0-5ed8df2b50c8/2014-Chris-McGrath-GNS1-IL?maxsidesize=1920&resizemode=force,F:\Temp\2014\Chris McGrath\9.jpg,"People wait for flights out of Tacloban Airport, in the early hours of the morning of 15 November.
Typhoon Haiyan ripped through the Vasayas region of central Philippines, on 8 November. It was the deadliest Philippine typhoon on record, claiming over 6,200 lives and displacing more than four million people. The eastern islands of Leyte and Samar were the worst affected, with storm surges, high winds and torrential rain causing catastrophic damage to homes and infrastructure.  The extent of the destruction meant relief work was slow.",1st prize,Chris McGrath,2014
