,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1995 Photo Contest,General News,"01 September, 1994",https://www.worldpressphoto.org/getmedia/c6293c24-cbe7-4e83-a090-41dca8b87ec5/1995-Garo-Lachinian-GN1?maxsidesize=1920&resizemode=force,F:\Temp\1995\Garo Lachinian\1.jpg,"A boy swims out to a raft leaving Cojimar beach for a final farewell to his father and brothers. The promise of freedom and prosperity coupled with the desperate situation at home caused tens of thousands of Cubans to take to the sea in an attempt to reach Florida, 150km across the water. When Fidel Castro lifted Cuba's tight travel restrictions in August the exodus reached a peak, with some 2,000 departures a day. Using hastily built, rickety vessels, countless refugees drowned in the shark-infested seas. The influx of Cubans into the US became a major problem for President Clinton. In early September he authorized direct talks to be held in New York, which resulted in an agreement designed to stem the tide of refugees.",1st prize,Garo Lachinian,1995
1,1,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/11e6c9c5-e48f-4b8f-a40f-3c802e6282e6/1995-Francois-Le-Diascorn-NAS3-AL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\1.jpg,"In 1989 the great nave came alive with a spectacular sound and light show. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
2,2,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/9419adf7-b06d-4b4f-8670-3ef0b0b5acd2/1995-Francois-Le-Diascorn-NAS3-BL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\2.jpg,"The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
3,3,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/7231cfb8-3599-4e9c-be97-4b1e4070cc2d/1995-Francois-Le-Diascorn-NAS3-CL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\3.jpg,"A zebra. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
4,4,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/872d3718-bc24-48d8-b6c7-2ebadd53ad6e/1995-Francois-Le-Diascorn-NAS3-DL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\4.jpg,"A snowy owl. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
5,5,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/c272a7c0-77d3-4783-9743-6020755615fd/1995-Francois-Le-Diascorn-NAS3-EL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\5.jpg,"A domestic cat. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
6,6,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/3385e07a-0fc1-45b9-afb5-054b6319687b/1995-Francois-Le-Diascorn-NAS3-FL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\6.jpg,"The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
7,7,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/d808d60a-621b-4efc-9ae5-c7fa0df6d100/1995-Francois-Le-Diascorn-NAS3-GL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\7.jpg,"A buffalo. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
8,8,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/68365362-2854-4525-986a-f0e4175bfefd/1995-Francois-Le-Diascorn-NAS3-HL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\8.jpg,"An gorilla. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
9,9,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/7b4e40ba-df5d-469f-9f7c-8c0bf5bf95e7/1995-Francois-Le-Diascorn-NAS3-IL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\9.jpg,"A bear. The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
10,10,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/8407dac0-476c-400b-8238-d5ab8052a3af/1995-Francois-Le-Diascorn-NAS3-JL?maxsidesize=1920&resizemode=force,F:\Temp\1995\François Le Diascorn\10.jpg,"The Galerie de Zoologie, a collection of preserved animals, finds its origin in the 19th-century fashion of displaying an exotic, stuffed mammal as a status symbol. A vast, monumental building, it provided an appropriate setting for the giraffes and elephants sent there when they were no longer in vogue. In time, it became home to some 80,000 birds and mammals, a million fish and countless invertebrates. By the 1960s, when the exhibits had cracked and crumbled, the public had moved on to other amusements and the gallery had to close. But in the summer of 1994 the new Galerie d'Evolution reopened, and provides a contemporary context for the zoology museum. The restoration of the animals was a massive project, but the inhabitants have now returned, a fresh glint in their eye and a new shine on their fur or feathers.",3rd prize,François Le Diascorn,1995
11,1,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/c20dfdbf-49d5-476e-8673-9fa90cf60836/1995-Olivier-Grunewald-NAS2-AL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\1.jpg,A giant leatherback turtle.,2nd prize,Olivier Grunewald,1995
12,2,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/9d9417a7-288f-43a6-95af-0dcae7577c56/1995-Olivier-Grunewald-NAS2-BL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\2.jpg,"The breeding process of the giant leatherback turtle: In June, at the peak of the season, up to 600 of the two-meter-long female turtles drag themselves onto the beach every night. First they spend a half hour systematically cleaning the spot chosen to lay some 100 eggs.",2nd prize,Olivier Grunewald,1995
13,3,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/ea5296dd-5ca5-4318-a5b5-f88d64f74dc4/1995-Olivier-Grunewald-NAS2-CL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\3.jpg,"The breeding process of the giant leatherback turtle: In June, at the peak of the season, up to 600 of the two-meter-long female turtles drag themselves onto the beach every night.",2nd prize,Olivier Grunewald,1995
14,4,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/0eae60ef-b216-4abf-884e-30e2adf384cf/1995-Olivier-Grunewald-NAS2-DL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\4.jpg,"The breeding process of the giant leatherback turtle: First the female spends a half hour systematically cleaning the spot chosen to lay some 100 eggs. She deposits the eggs in a deep nest, which is carefully covered up before they return to the ocean.",2nd prize,Olivier Grunewald,1995
15,5,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/4aa7b2e3-15ef-433a-a02b-d2d9ec6a1b4d/1995-Olivier-Grunewald-NAS2-EL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\5.jpg,"The breeding process of the giant leatherback turtle: First the female spends a half hour systematically cleaning the spot chosen to lay some 100 eggs. She deposits the eggs in a deep nest, which is carefully covered up before they return to the ocean.",2nd prize,Olivier Grunewald,1995
16,6,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/f9189379-8242-4419-8072-a27c92ac089c/1995-Olivier-Grunewald-NAS2-FL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\6.jpg,"The breeding process of the giant leatherback turtle: The female lays some 100 eggs in a deep nest, which is carefully covered up before they return to the ocean. About two months later, the baby turtles hatch and climb to the surface.",2nd prize,Olivier Grunewald,1995
17,7,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/72861c06-c736-4c08-bb28-7b193d21ae3f/1995-Olivier-Grunewald-NAS2-GL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\7.jpg,"The breeding process of the giant leatherback turtle: The female lays some 100 eggs in a deep nest, which is carefully covered up before they return to the ocean.",2nd prize,Olivier Grunewald,1995
18,8,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/5bf2594c-b3df-4572-b602-96596158b2da/1995-Olivier-Grunewald-NAS2-HL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\8.jpg,"The breeding process of the giant leatherback turtle: The female lays some 100 eggs in a deep nest, which is carefully covered up before they return to the ocean. About two months later, the baby turtles hatch and climb to the surface, where they wait under the sand for the temperature to drop.",2nd prize,Olivier Grunewald,1995
19,9,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/65fef854-7212-4d51-9ba6-b05ff1a70854/1995-Olivier-Grunewald-NAS2-IL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\9.jpg,"The breeding process of the giant leatherback turtle: The female lays some 100 eggs in a deep nest, which is carefully covered up before they return to the ocean. About two months later, the baby turtles hatch and climb to the surface, where they wait under the sand for the temperature to drop.",2nd prize,Olivier Grunewald,1995
20,10,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/7b1f427b-c55e-48a9-8b41-ab2de919f6e0/1995-Olivier-Grunewald-NAS2-JL?maxsidesize=1920&resizemode=force,F:\Temp\1995\Olivier Grunewald\10.jpg,"The breeding process of the giant leatherback turtle: The female lays some 100 eggs in a deep nest, which is carefully covered up before they return to the ocean. About two months later, the baby turtles hatch and climb to the surface, where they wait under the sand for the temperature to drop. At nightfall, the hatchlings will make a dash for the relative safety of the sea.",2nd prize,Olivier Grunewald,1995
21,1,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/98fb1212-e632-41a8-975f-b2e575a58148/1995-Cipriano-Pastrano-Delgado-NAS1-AJ?maxsidesize=1920&resizemode=force,F:\Temp\1995\Cipriano Pastrano Delgado\1.jpg,"With their razor-sharp incisors rats can tackle any prey without losing a morsel. The human population of a modern city is outnumbered three to one by rats. Underneath the city streets they move around their own dark, humid labyrinth of sewers, cellars, pipes and air ducts.",1st prize,Cipriano Pastrano Delgado,1995
22,2,Not Specified,1995 Photo Contest,Nature,"01 January, 1994",https://www.worldpressphoto.org/getmedia/88f322ba-ab60-45aa-8144-1aef311dd0c8/1995-Cipriano-Pastrano-Delgado-NAS1-BJ?maxsidesize=1920&resizemode=force,F:\Temp\1995\Cipriano Pastrano Delgado\2.jpg,"Underneath the city streets rats move around their own dark, humid labyrinth of sewers, cellars, pipes and air ducts. The human population of a modern city is outnumbered three to one by rats.",1st prize,Cipriano Pastrano Delgado,1995
