,Index,Title,Award,Category,Published Date,URL,Stored Path,Description,Prize Level,Photographer,Award Year
0,1,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/7df57a5a-f9d8-4060-b890-879cd932c703/1998-Maciej-Skawinski-GNS3-AL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\1.jpg,"Evacuating from a flooded house. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
1,2,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/186f815d-c06b-400f-a609-25da9bc880a2/1998-Maciej-Skawinski-GNS3-BL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\2.jpg,"An armored vehicle is swept off by the strong current. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
2,3,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/aa67e494-199e-4b2a-86cf-a1758383edc3/1998-Maciej-Skawinski-GNS3-CL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\3.jpg,"After the deluge of flooding, people assess the havoc wreaked by the river. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
3,4,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/ab7ec2b0-3e39-4d1b-aa37-c8b1173d751c/1998-Maciej-Skawinski-GNS3-DL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\4.jpg,"After the flood, women and children return home. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
4,5,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/5f37570b-b7f0-42a0-a7f2-4627c13690e8/1998-Maciej-Skawinski-GNS3-EL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\5.jpg,"In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
5,6,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/c40d109c-6b92-4a3a-8371-dd4b01efd35e/1998-Maciej-Skawinski-GNS3-FL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\6.jpg,"Inhabitants feverishly work on the construction of a dam. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
6,7,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/4ebec0fd-385a-4158-a220-a3a24ec62bb1/1998-Maciej-Skawinski-GNS3-GL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\7.jpg,"A young boy prepares to sit out oncoming floods. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
7,8,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/b61df57d-be1f-4df3-a86f-d973c9a33f90/1998-Maciej-Skawinski-GNS3-HL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\8.jpg,"In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
8,9,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/0303b5d5-e63b-49c6-9249-ae168f788857/1998-Maciej-Skawinski-GNS3-IL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\9.jpg,"Inhabitants who lost their home to heavy flooding. In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level. The Polish authorities decided to construct a lake on the site to prevent future floods.",3rd prize,Maciej Skawinski,1998
9,10,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/4b8db965-753a-4c91-87b7-4532f23ec18b/1998-Maciej-Skawinski-GNS3-JL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Maciej Skawinski\10.jpg,"In July, Poland, Germany and the Czech Republic suffered the worst floods to hit the area this century. Over a period of two weeks more than 100 people perished. Cattle drowned, harvests were lost and thousands of homes, factories, roads and bridges were damaged or destroyed. The river Oder on the border between Germany and Poland rose four meters above its normal level.",3rd prize,Maciej Skawinski,1998
10,1,Not Specified,1998 Photo Contest,People in the News,"23 September, 1997",https://www.worldpressphoto.org/getmedia/f0d3b89e-38dc-459b-a7e8-374662cc8195/1998-Hocine-PN1?maxsidesize=1920&resizemode=force,F:\Temp\1998\Hocine\1.jpg,"Algiers, Algeria.

A woman cries outside the Zmirli Hospital, where the dead and wounded were taken after a massacre in Bentalha. Mass killings and bomb blasts dominated life since the army annulled the results of the 1992 elections, in which it appeared the Muslim fundamentalist party, the Islamic Salvation Front (FIS), would win. The conflict had claimed more than 60,000 lives in five years.",1st prize,Hocine,1998
11,1,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/3f1cf150-8a61-4b4e-9983-697dc8fe0335/1998-Gideon-Mendel-GNS1-AL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Gideon Mendel\1.jpg,"Women carry provisions home in the Hlabisa district.
According to the World Health Organization, 30 million people have been infected by the HIV virus. Nearly two-thirds of them live in Africa, south of the Sahara desert. Educational initiatives play an important role in raising public awareness of HIV and AIDS.",1st prize,Gideon Mendel,1998
12,2,Not Specified,1998 Photo Contest,General News,"01 January, 1997",https://www.worldpressphoto.org/getmedia/35f3bfb9-db5e-4284-97ce-941d522562eb/1998-Gideon-Mendel-GNS1-BL?maxsidesize=1920&resizemode=force,F:\Temp\1998\Gideon Mendel\2.jpg,"Outside Mwanza, a woman carries her grown son, who suffers from AIDS, out of their house so that he can sit in the shade and chat to passersby.
According to the World Health Organization, 30 million people have been infected by the HIV virus. Nearly two-thirds of them live in Africa, south of the Sahara desert. Educational initiatives play an important role in raising public awareness of HIV and AIDS.",1st prize,Gideon Mendel,1998
